,TRANSITING,UN_STATION,DATE,DAY_OF_WEEK
0,13388.0,103ST1,2016-05-29,Sunday
1,11757.0,103ST1,2016-05-30,Monday
2,11084.0,103ST1,2016-05-31,Tuesday
3,19242.0,103ST1,2016-06-01,Wednesday
4,19981.0,103ST1,2016-06-02,Thursday
5,20779.0,103ST1,2016-06-03,Friday
6,19724.0,103ST1,2016-06-04,Saturday
7,15330.0,103ST1,2016-06-05,Sunday
8,12935.0,103ST1,2016-06-06,Monday
9,19206.0,103ST1,2016-06-07,Tuesday
10,20184.0,103ST1,2016-06-08,Wednesday
11,20838.0,103ST1,2016-06-09,Thursday
12,20721.0,103ST1,2016-06-10,Friday
13,20484.0,103ST1,2016-06-11,Saturday
14,14356.0,103ST1,2016-06-12,Sunday
15,12501.0,103ST1,2016-06-13,Monday
16,19057.0,103ST1,2016-06-14,Tuesday
17,19794.0,103ST1,2016-06-15,Wednesday
18,20490.0,103ST1,2016-06-16,Thursday
19,20728.0,103ST1,2016-06-17,Friday
20,20338.0,103ST1,2016-06-18,Saturday
21,14329.0,103ST1,2016-06-19,Sunday
22,11925.0,103ST1,2016-06-20,Monday
23,19073.0,103ST1,2016-06-21,Tuesday
24,19671.0,103ST1,2016-06-22,Wednesday
25,19761.0,103ST1,2016-06-23,Thursday
26,20198.0,103ST1,2016-06-24,Friday
27,19979.0,103ST1,2016-06-25,Saturday
28,14500.0,103ST1,2016-06-26,Sunday
29,12752.0,103ST1,2016-06-27,Monday
30,19205.0,103ST1,2016-06-28,Tuesday
31,19414.0,103ST1,2016-06-29,Wednesday
32,19530.0,103ST1,2016-06-30,Thursday
33,19236.0,103ST1,2016-07-01,Friday
34,17893.0,103ST1,2016-07-02,Saturday
35,12958.0,103ST1,2016-07-03,Sunday
36,11489.0,103ST1,2016-07-04,Monday
37,10937.0,103ST1,2016-07-05,Tuesday
38,17217.0,103ST1,2016-07-06,Wednesday
39,18420.0,103ST1,2016-07-07,Thursday
40,18653.0,103ST1,2016-07-08,Friday
41,18156.0,103ST1,2016-07-09,Saturday
42,13033.0,103ST1,2016-07-10,Sunday
43,11980.0,103ST1,2016-07-11,Monday
44,18118.0,103ST1,2016-07-12,Tuesday
45,19323.0,103ST1,2016-07-13,Wednesday
46,17803.0,103ST1,2016-07-14,Thursday
47,19362.0,103ST1,2016-07-15,Friday
48,18688.0,103ST1,2016-07-16,Saturday
49,13969.0,103ST1,2016-07-17,Sunday
50,12013.0,103ST1,2016-07-18,Monday
51,17733.0,103ST1,2016-07-19,Tuesday
52,18823.0,103ST1,2016-07-20,Wednesday
53,19303.0,103ST1,2016-07-21,Thursday
54,19429.0,103ST1,2016-07-22,Friday
55,18261.0,103ST1,2016-07-23,Saturday
56,13722.0,103ST1,2016-07-24,Sunday
57,12049.0,103ST1,2016-07-25,Monday
58,17623.0,103ST1,2016-07-26,Tuesday
59,18696.0,103ST1,2016-07-27,Wednesday
60,18779.0,103ST1,2016-07-28,Thursday
61,18967.0,103ST1,2016-07-29,Friday
62,18276.0,103ST1,2016-07-30,Saturday
63,13241.0,103ST1,2016-07-31,Sunday
64,11352.0,103ST1,2016-08-01,Monday
65,17420.0,103ST1,2016-08-02,Tuesday
66,18108.0,103ST1,2016-08-03,Wednesday
67,18639.0,103ST1,2016-08-04,Thursday
68,18648.0,103ST1,2016-08-05,Friday
69,17759.0,103ST1,2016-08-06,Saturday
70,12275.0,103ST1,2016-08-07,Sunday
71,10258.0,103ST1,2016-08-08,Monday
72,16943.0,103ST1,2016-08-09,Tuesday
73,17980.0,103ST1,2016-08-10,Wednesday
74,17750.0,103ST1,2016-08-11,Thursday
75,18200.0,103ST1,2016-08-12,Friday
76,16991.0,103ST1,2016-08-13,Saturday
77,11489.0,103ST1,2016-08-14,Sunday
78,10013.0,103ST1,2016-08-15,Monday
79,16812.0,103ST1,2016-08-16,Tuesday
80,17444.0,103ST1,2016-08-17,Wednesday
81,17458.0,103ST1,2016-08-18,Thursday
82,17395.0,103ST1,2016-08-19,Friday
83,16947.0,103ST1,2016-08-20,Saturday
84,5512.0,103ST1,2016-08-21,Sunday
85,4726.0,103ST1,2016-08-22,Monday
86,16330.0,103ST1,2016-08-23,Tuesday
87,17188.0,103ST1,2016-08-24,Wednesday
88,17157.0,103ST1,2016-08-25,Thursday
89,17451.0,103ST1,2016-08-26,Friday
90,16863.0,103ST1,2016-08-27,Saturday
91,4700.0,103ST1,2016-08-28,Sunday
92,4117.0,103ST1,2016-08-29,Monday
93,16241.0,103ST1,2016-08-30,Tuesday
94,17284.0,103ST1,2016-08-31,Wednesday
95,17482.0,103ST1,2016-09-01,Thursday
96,17844.0,103ST1,2016-09-02,Friday
97,17252.0,103ST1,2016-09-03,Saturday
98,11931.0,103ST1,2016-09-04,Sunday
99,10567.0,103ST1,2016-09-05,Monday
100,10700.0,103ST1,2016-09-06,Tuesday
101,18014.0,103ST1,2016-09-07,Wednesday
102,19066.0,103ST1,2016-09-08,Thursday
103,20178.0,103ST1,2016-09-09,Friday
104,19472.0,103ST1,2016-09-10,Saturday
105,5133.0,103ST1,2016-09-11,Sunday
106,4282.0,103ST1,2016-09-12,Monday
107,17660.0,103ST1,2016-09-13,Tuesday
108,19952.0,103ST1,2016-09-14,Wednesday
109,20619.0,103ST1,2016-09-15,Thursday
110,20931.0,103ST1,2016-09-16,Friday
111,20404.0,103ST1,2016-09-17,Saturday
112,14005.0,103ST1,2016-09-18,Sunday
113,10910.0,103ST1,2016-09-19,Monday
114,19237.0,103ST1,2016-09-20,Tuesday
115,19783.0,103ST1,2016-09-21,Wednesday
116,20412.0,103ST1,2016-09-22,Thursday
117,20471.0,103ST1,2016-09-23,Friday
118,15117.0,103ST6,2016-05-29,Sunday
119,12622.0,103ST6,2016-05-30,Monday
120,12491.0,103ST6,2016-05-31,Tuesday
121,26667.0,103ST6,2016-06-01,Wednesday
122,27947.0,103ST6,2016-06-02,Thursday
123,28401.0,103ST6,2016-06-03,Friday
124,29157.0,103ST6,2016-06-04,Saturday
125,17559.0,103ST6,2016-06-05,Sunday
126,12045.0,103ST6,2016-06-06,Monday
127,27651.0,103ST6,2016-06-07,Tuesday
128,28898.0,103ST6,2016-06-08,Wednesday
129,29021.0,103ST6,2016-06-09,Thursday
130,27931.0,103ST6,2016-06-10,Friday
131,28604.0,103ST6,2016-06-11,Saturday
132,19385.0,103ST6,2016-06-12,Sunday
133,14333.0,103ST6,2016-06-13,Monday
134,27518.0,103ST6,2016-06-14,Tuesday
135,28848.0,103ST6,2016-06-15,Wednesday
136,28979.0,103ST6,2016-06-16,Thursday
137,27741.0,103ST6,2016-06-17,Friday
138,28092.0,103ST6,2016-06-18,Saturday
139,18222.0,103ST6,2016-06-19,Sunday
140,13990.0,103ST6,2016-06-20,Monday
141,26703.0,103ST6,2016-06-21,Tuesday
142,27671.0,103ST6,2016-06-22,Wednesday
143,28011.0,103ST6,2016-06-23,Thursday
144,27208.0,103ST6,2016-06-24,Friday
145,27874.0,103ST6,2016-06-25,Saturday
146,19414.0,103ST6,2016-06-26,Sunday
147,14368.0,103ST6,2016-06-27,Monday
148,26457.0,103ST6,2016-06-28,Tuesday
149,27582.0,103ST6,2016-06-29,Wednesday
150,26667.0,103ST6,2016-06-30,Thursday
151,26241.0,103ST6,2016-07-01,Friday
152,24470.0,103ST6,2016-07-02,Saturday
153,11307.0,103ST6,2016-07-03,Sunday
154,9158.0,103ST6,2016-07-04,Monday
155,13652.0,103ST6,2016-07-05,Tuesday
156,24758.0,103ST6,2016-07-06,Wednesday
157,25720.0,103ST6,2016-07-07,Thursday
158,26059.0,103ST6,2016-07-08,Friday
159,26317.0,103ST6,2016-07-09,Saturday
160,15945.0,103ST6,2016-07-10,Sunday
161,13573.0,103ST6,2016-07-11,Monday
162,26437.0,103ST6,2016-07-12,Tuesday
163,27458.0,103ST6,2016-07-13,Wednesday
164,26681.0,103ST6,2016-07-14,Thursday
165,27314.0,103ST6,2016-07-15,Friday
166,26356.0,103ST6,2016-07-16,Saturday
167,16393.0,103ST6,2016-07-17,Sunday
168,13428.0,103ST6,2016-07-18,Monday
169,26010.0,103ST6,2016-07-19,Tuesday
170,27527.0,103ST6,2016-07-20,Wednesday
171,27484.0,103ST6,2016-07-21,Thursday
172,27921.0,103ST6,2016-07-22,Friday
173,27273.0,103ST6,2016-07-23,Saturday
174,16911.0,103ST6,2016-07-24,Sunday
175,13645.0,103ST6,2016-07-25,Monday
176,25228.0,103ST6,2016-07-26,Tuesday
177,27102.0,103ST6,2016-07-27,Wednesday
178,28466.0,103ST6,2016-07-28,Thursday
179,27363.0,103ST6,2016-07-29,Friday
180,25956.0,103ST6,2016-07-30,Saturday
181,16530.0,103ST6,2016-07-31,Sunday
182,12288.0,103ST6,2016-08-01,Monday
183,25648.0,103ST6,2016-08-02,Tuesday
184,26724.0,103ST6,2016-08-03,Wednesday
185,27283.0,103ST6,2016-08-04,Thursday
186,26965.0,103ST6,2016-08-05,Friday
187,26479.0,103ST6,2016-08-06,Saturday
188,15630.0,103ST6,2016-08-07,Sunday
189,13281.0,103ST6,2016-08-08,Monday
190,25223.0,103ST6,2016-08-09,Tuesday
191,26416.0,103ST6,2016-08-10,Wednesday
192,26184.0,103ST6,2016-08-11,Thursday
193,26253.0,103ST6,2016-08-12,Friday
194,24925.0,103ST6,2016-08-13,Saturday
195,15065.0,103ST6,2016-08-14,Sunday
196,12095.0,103ST6,2016-08-15,Monday
197,24103.0,103ST6,2016-08-16,Tuesday
198,25034.0,103ST6,2016-08-17,Wednesday
199,26856.0,103ST6,2016-08-18,Thursday
200,25826.0,103ST6,2016-08-19,Friday
201,25270.0,103ST6,2016-08-20,Saturday
202,15602.0,103ST6,2016-08-21,Sunday
203,12373.0,103ST6,2016-08-22,Monday
204,24205.0,103ST6,2016-08-23,Tuesday
205,25356.0,103ST6,2016-08-24,Wednesday
206,25580.0,103ST6,2016-08-25,Thursday
207,25291.0,103ST6,2016-08-26,Friday
208,24995.0,103ST6,2016-08-27,Saturday
209,16755.0,103ST6,2016-08-28,Sunday
210,13258.0,103ST6,2016-08-29,Monday
211,24648.0,103ST6,2016-08-30,Tuesday
212,25958.0,103ST6,2016-08-31,Wednesday
213,24965.0,103ST6,2016-09-01,Thursday
214,25178.0,103ST6,2016-09-02,Friday
215,25446.0,103ST6,2016-09-03,Saturday
216,15927.0,103ST6,2016-09-04,Sunday
217,13053.0,103ST6,2016-09-05,Monday
218,13411.0,103ST6,2016-09-06,Tuesday
219,26735.0,103ST6,2016-09-07,Wednesday
220,24950.0,103ST6,2016-09-08,Thursday
221,29550.0,103ST6,2016-09-09,Friday
222,29210.0,103ST6,2016-09-10,Saturday
223,16629.0,103ST6,2016-09-11,Sunday
224,13329.0,103ST6,2016-09-12,Monday
225,27021.0,103ST6,2016-09-13,Tuesday
226,30392.0,103ST6,2016-09-14,Wednesday
227,30112.0,103ST6,2016-09-15,Thursday
228,30682.0,103ST6,2016-09-16,Friday
229,30253.0,103ST6,2016-09-17,Saturday
230,17823.0,103ST6,2016-09-18,Sunday
231,15320.0,103ST6,2016-09-19,Monday
232,29283.0,103ST6,2016-09-20,Tuesday
233,29423.0,103ST6,2016-09-21,Wednesday
234,4851.0,103STBC,2016-05-29,Sunday
235,4594.0,103STBC,2016-05-30,Monday
236,3985.0,103STBC,2016-05-31,Tuesday
237,8529.0,103STBC,2016-06-01,Wednesday
238,8948.0,103STBC,2016-06-02,Thursday
239,8587.0,103STBC,2016-06-03,Friday
240,8830.0,103STBC,2016-06-04,Saturday
241,4774.0,103STBC,2016-06-05,Sunday
242,3045.0,103STBC,2016-06-06,Monday
243,8582.0,103STBC,2016-06-07,Tuesday
244,8890.0,103STBC,2016-06-08,Wednesday
245,9115.0,103STBC,2016-06-09,Thursday
246,8890.0,103STBC,2016-06-10,Friday
247,8978.0,103STBC,2016-06-11,Saturday
248,4435.0,103STBC,2016-06-12,Sunday
249,4614.0,103STBC,2016-06-13,Monday
250,8640.0,103STBC,2016-06-14,Tuesday
251,9121.0,103STBC,2016-06-15,Wednesday
252,8948.0,103STBC,2016-06-16,Thursday
253,8531.0,103STBC,2016-06-17,Friday
254,8640.0,103STBC,2016-06-18,Saturday
255,4638.0,103STBC,2016-06-19,Sunday
256,3578.0,103STBC,2016-06-20,Monday
257,8110.0,103STBC,2016-06-21,Tuesday
258,8556.0,103STBC,2016-06-22,Wednesday
259,8924.0,103STBC,2016-06-23,Thursday
260,8737.0,103STBC,2016-06-24,Friday
261,9029.0,103STBC,2016-06-25,Saturday
262,5232.0,103STBC,2016-06-26,Sunday
263,3797.0,103STBC,2016-06-27,Monday
264,8177.0,103STBC,2016-06-28,Tuesday
265,8089.0,103STBC,2016-06-29,Wednesday
266,8413.0,103STBC,2016-06-30,Thursday
267,8264.0,103STBC,2016-07-01,Friday
268,7379.0,103STBC,2016-07-02,Saturday
269,3542.0,103STBC,2016-07-03,Sunday
270,2627.0,103STBC,2016-07-04,Monday
271,4421.0,103STBC,2016-07-05,Tuesday
272,7476.0,103STBC,2016-07-06,Wednesday
273,8017.0,103STBC,2016-07-07,Thursday
274,7888.0,103STBC,2016-07-08,Friday
275,7733.0,103STBC,2016-07-09,Saturday
276,3992.0,103STBC,2016-07-10,Sunday
277,3314.0,103STBC,2016-07-11,Monday
278,7790.0,103STBC,2016-07-12,Tuesday
279,7933.0,103STBC,2016-07-13,Wednesday
280,8488.0,103STBC,2016-07-14,Thursday
281,7852.0,103STBC,2016-07-15,Friday
282,8178.0,103STBC,2016-07-16,Saturday
283,4133.0,103STBC,2016-07-17,Sunday
284,3277.0,103STBC,2016-07-18,Monday
285,7738.0,103STBC,2016-07-19,Tuesday
286,8258.0,103STBC,2016-07-20,Wednesday
287,8388.0,103STBC,2016-07-21,Thursday
288,8217.0,103STBC,2016-07-22,Friday
289,7885.0,103STBC,2016-07-23,Saturday
290,3647.0,103STBC,2016-07-24,Sunday
291,2949.0,103STBC,2016-07-25,Monday
292,7434.0,103STBC,2016-07-26,Tuesday
293,8084.0,103STBC,2016-07-27,Wednesday
294,8436.0,103STBC,2016-07-28,Thursday
295,8251.0,103STBC,2016-07-29,Friday
296,7898.0,103STBC,2016-07-30,Saturday
297,4547.0,103STBC,2016-07-31,Sunday
298,3670.0,103STBC,2016-08-01,Monday
299,7698.0,103STBC,2016-08-02,Tuesday
300,7966.0,103STBC,2016-08-03,Wednesday
301,8488.0,103STBC,2016-08-04,Thursday
302,8464.0,103STBC,2016-08-05,Friday
303,8145.0,103STBC,2016-08-06,Saturday
304,4713.0,103STBC,2016-08-07,Sunday
305,4700.0,103STBC,2016-08-08,Monday
306,7881.0,103STBC,2016-08-09,Tuesday
307,8205.0,103STBC,2016-08-10,Wednesday
308,8004.0,103STBC,2016-08-11,Thursday
309,8378.0,103STBC,2016-08-12,Friday
310,7560.0,103STBC,2016-08-13,Saturday
311,4716.0,103STBC,2016-08-14,Sunday
312,3882.0,103STBC,2016-08-15,Monday
313,7771.0,103STBC,2016-08-16,Tuesday
314,7686.0,103STBC,2016-08-17,Wednesday
315,8099.0,103STBC,2016-08-18,Thursday
316,7983.0,103STBC,2016-08-19,Friday
317,7591.0,103STBC,2016-08-20,Saturday
318,5965.0,103STBC,2016-08-21,Sunday
319,5387.0,103STBC,2016-08-22,Monday
320,7470.0,103STBC,2016-08-23,Tuesday
321,7850.0,103STBC,2016-08-24,Wednesday
322,7780.0,103STBC,2016-08-25,Thursday
323,7744.0,103STBC,2016-08-26,Friday
324,7664.0,103STBC,2016-08-27,Saturday
325,6033.0,103STBC,2016-08-28,Sunday
326,5479.0,103STBC,2016-08-29,Monday
327,7173.0,103STBC,2016-08-30,Tuesday
328,7721.0,103STBC,2016-08-31,Wednesday
329,7544.0,103STBC,2016-09-01,Thursday
330,7301.0,103STBC,2016-09-02,Friday
331,7527.0,103STBC,2016-09-03,Saturday
332,4496.0,103STBC,2016-09-04,Sunday
333,4330.0,103STBC,2016-09-05,Monday
334,4435.0,103STBC,2016-09-06,Tuesday
335,7880.0,103STBC,2016-09-07,Wednesday
336,8230.0,103STBC,2016-09-08,Thursday
337,8446.0,103STBC,2016-09-09,Friday
338,8454.0,103STBC,2016-09-10,Saturday
339,5521.0,103STBC,2016-09-11,Sunday
340,5371.0,103STBC,2016-09-12,Monday
341,8172.0,103STBC,2016-09-13,Tuesday
342,8569.0,103STBC,2016-09-14,Wednesday
343,8348.0,103STBC,2016-09-15,Thursday
344,8847.0,103STBC,2016-09-16,Friday
345,8299.0,103STBC,2016-09-17,Saturday
346,3549.0,103STBC,2016-09-18,Sunday
347,2740.0,103STBC,2016-09-19,Monday
348,8072.0,103STBC,2016-09-20,Tuesday
349,8699.0,103STBC,2016-09-21,Wednesday
350,8747.0,103STBC,2016-09-22,Thursday
351,8325.0,103STBC,2016-09-23,Friday
352,26718.0,103STCORONA7,2016-05-29,Sunday
353,21457.0,103STCORONA7,2016-05-30,Monday
354,21944.0,103STCORONA7,2016-05-31,Tuesday
355,34311.0,103STCORONA7,2016-06-01,Wednesday
356,35744.0,103STCORONA7,2016-06-02,Thursday
357,36350.0,103STCORONA7,2016-06-03,Friday
358,36121.0,103STCORONA7,2016-06-04,Saturday
359,22153.0,103STCORONA7,2016-06-05,Sunday
360,15756.0,103STCORONA7,2016-06-06,Monday
361,35406.0,103STCORONA7,2016-06-07,Tuesday
362,35651.0,103STCORONA7,2016-06-08,Wednesday
363,36027.0,103STCORONA7,2016-06-09,Thursday
364,35228.0,103STCORONA7,2016-06-10,Friday
365,36194.0,103STCORONA7,2016-06-11,Saturday
366,27176.0,103STCORONA7,2016-06-12,Sunday
367,22262.0,103STCORONA7,2016-06-13,Monday
368,33213.0,103STCORONA7,2016-06-14,Tuesday
369,35331.0,103STCORONA7,2016-06-15,Wednesday
370,35615.0,103STCORONA7,2016-06-16,Thursday
371,34414.0,103STCORONA7,2016-06-17,Friday
372,35954.0,103STCORONA7,2016-06-18,Saturday
373,27949.0,103STCORONA7,2016-06-19,Sunday
374,22030.0,103STCORONA7,2016-06-20,Monday
375,32241.0,103STCORONA7,2016-06-21,Tuesday
376,32304.0,103STCORONA7,2016-06-22,Wednesday
377,34973.0,103STCORONA7,2016-06-23,Thursday
378,34095.0,103STCORONA7,2016-06-24,Friday
379,35412.0,103STCORONA7,2016-06-25,Saturday
380,27616.0,103STCORONA7,2016-06-26,Sunday
381,22124.0,103STCORONA7,2016-06-27,Monday
382,34271.0,103STCORONA7,2016-06-28,Tuesday
383,35093.0,103STCORONA7,2016-06-29,Wednesday
384,34614.0,103STCORONA7,2016-06-30,Thursday
385,34454.0,103STCORONA7,2016-07-01,Friday
386,34320.0,103STCORONA7,2016-07-02,Saturday
387,22128.0,103STCORONA7,2016-07-03,Sunday
388,20699.0,103STCORONA7,2016-07-04,Monday
389,20369.0,103STCORONA7,2016-07-05,Tuesday
390,33276.0,103STCORONA7,2016-07-06,Wednesday
391,34705.0,103STCORONA7,2016-07-07,Thursday
392,34977.0,103STCORONA7,2016-07-08,Friday
393,34910.0,103STCORONA7,2016-07-09,Saturday
394,26917.0,103STCORONA7,2016-07-10,Sunday
395,21764.0,103STCORONA7,2016-07-11,Monday
396,34204.0,103STCORONA7,2016-07-12,Tuesday
397,34375.0,103STCORONA7,2016-07-13,Wednesday
398,35335.0,103STCORONA7,2016-07-14,Thursday
399,35131.0,103STCORONA7,2016-07-15,Friday
400,34930.0,103STCORONA7,2016-07-16,Saturday
401,19472.0,103STCORONA7,2016-07-17,Sunday
402,15634.0,103STCORONA7,2016-07-18,Monday
403,33117.0,103STCORONA7,2016-07-19,Tuesday
404,35008.0,103STCORONA7,2016-07-20,Wednesday
405,35531.0,103STCORONA7,2016-07-21,Thursday
406,35374.0,103STCORONA7,2016-07-22,Friday
407,34710.0,103STCORONA7,2016-07-23,Saturday
408,26493.0,103STCORONA7,2016-07-24,Sunday
409,21111.0,103STCORONA7,2016-07-25,Monday
410,33422.0,103STCORONA7,2016-07-26,Tuesday
411,35217.0,103STCORONA7,2016-07-27,Wednesday
412,35270.0,103STCORONA7,2016-07-28,Thursday
413,34521.0,103STCORONA7,2016-07-29,Friday
414,34475.0,103STCORONA7,2016-07-30,Saturday
415,26877.0,103STCORONA7,2016-07-31,Sunday
416,21268.0,103STCORONA7,2016-08-01,Monday
417,34090.0,103STCORONA7,2016-08-02,Tuesday
418,34616.0,103STCORONA7,2016-08-03,Wednesday
419,35274.0,103STCORONA7,2016-08-04,Thursday
420,34892.0,103STCORONA7,2016-08-05,Friday
421,34733.0,103STCORONA7,2016-08-06,Saturday
422,26970.0,103STCORONA7,2016-08-07,Sunday
423,21836.0,103STCORONA7,2016-08-08,Monday
424,34181.0,103STCORONA7,2016-08-09,Tuesday
425,35024.0,103STCORONA7,2016-08-10,Wednesday
426,34676.0,103STCORONA7,2016-08-11,Thursday
427,34485.0,103STCORONA7,2016-08-12,Friday
428,34560.0,103STCORONA7,2016-08-13,Saturday
429,26850.0,103STCORONA7,2016-08-14,Sunday
430,21045.0,103STCORONA7,2016-08-15,Monday
431,33464.0,103STCORONA7,2016-08-16,Tuesday
432,34087.0,103STCORONA7,2016-08-17,Wednesday
433,34535.0,103STCORONA7,2016-08-18,Thursday
434,33672.0,103STCORONA7,2016-08-19,Friday
435,33770.0,103STCORONA7,2016-08-20,Saturday
436,26962.0,103STCORONA7,2016-08-21,Sunday
437,21380.0,103STCORONA7,2016-08-22,Monday
438,33085.0,103STCORONA7,2016-08-23,Tuesday
439,33662.0,103STCORONA7,2016-08-24,Wednesday
440,34187.0,103STCORONA7,2016-08-25,Thursday
441,34091.0,103STCORONA7,2016-08-26,Friday
442,34359.0,103STCORONA7,2016-08-27,Saturday
443,27554.0,103STCORONA7,2016-08-28,Sunday
444,22399.0,103STCORONA7,2016-08-29,Monday
445,33455.0,103STCORONA7,2016-08-30,Tuesday
446,34257.0,103STCORONA7,2016-08-31,Wednesday
447,34815.0,103STCORONA7,2016-09-01,Thursday
448,33978.0,103STCORONA7,2016-09-02,Friday
449,34561.0,103STCORONA7,2016-09-03,Saturday
450,26931.0,103STCORONA7,2016-09-04,Sunday
451,21423.0,103STCORONA7,2016-09-05,Monday
452,21381.0,103STCORONA7,2016-09-06,Tuesday
453,34265.0,103STCORONA7,2016-09-07,Wednesday
454,36161.0,103STCORONA7,2016-09-08,Thursday
455,37134.0,103STCORONA7,2016-09-09,Friday
456,36989.0,103STCORONA7,2016-09-10,Saturday
457,28099.0,103STCORONA7,2016-09-11,Sunday
458,22284.0,103STCORONA7,2016-09-12,Monday
459,34109.0,103STCORONA7,2016-09-13,Tuesday
460,37028.0,103STCORONA7,2016-09-14,Wednesday
461,38348.0,103STCORONA7,2016-09-15,Thursday
462,35973.0,103STCORONA7,2016-09-16,Friday
463,37460.0,103STCORONA7,2016-09-17,Saturday
464,28841.0,103STCORONA7,2016-09-18,Sunday
465,22522.0,103STCORONA7,2016-09-19,Monday
466,36246.0,103STCORONA7,2016-09-20,Tuesday
467,37441.0,103STCORONA7,2016-09-21,Wednesday
468,37974.0,103STCORONA7,2016-09-22,Thursday
469,38053.0,103STCORONA7,2016-09-23,Friday
470,1067.0,104STA,2016-05-29,Sunday
471,862.0,104STA,2016-05-30,Monday
472,908.0,104STA,2016-05-31,Tuesday
473,2410.0,104STA,2016-06-01,Wednesday
474,2471.0,104STA,2016-06-02,Thursday
475,2519.0,104STA,2016-06-03,Friday
476,2446.0,104STA,2016-06-04,Saturday
477,1079.0,104STA,2016-06-05,Sunday
478,722.0,104STA,2016-06-06,Monday
479,2439.0,104STA,2016-06-07,Tuesday
480,2449.0,104STA,2016-06-08,Wednesday
481,2423.0,104STA,2016-06-09,Thursday
482,2428.0,104STA,2016-06-10,Friday
483,2343.0,104STA,2016-06-11,Saturday
484,1078.0,104STA,2016-06-12,Sunday
485,833.0,104STA,2016-06-13,Monday
486,2392.0,104STA,2016-06-14,Tuesday
487,2388.0,104STA,2016-06-15,Wednesday
488,2372.0,104STA,2016-06-16,Thursday
489,1902.0,104STA,2016-06-17,Friday
490,2297.0,104STA,2016-06-18,Saturday
491,3.0,104STA,2016-06-19,Sunday
492,4.0,104STA,2016-06-20,Monday
493,2333.0,104STA,2016-06-21,Tuesday
494,2304.0,104STA,2016-06-22,Wednesday
495,2344.0,104STA,2016-06-23,Thursday
496,2390.0,104STA,2016-06-24,Friday
497,2255.0,104STA,2016-06-25,Saturday
498,1.0,104STA,2016-06-26,Sunday
499,0.0,104STA,2016-06-27,Monday
500,2304.0,104STA,2016-06-28,Tuesday
501,2284.0,104STA,2016-06-29,Wednesday
502,2394.0,104STA,2016-06-30,Thursday
503,2278.0,104STA,2016-07-01,Friday
504,2027.0,104STA,2016-07-02,Saturday
505,1040.0,104STA,2016-07-03,Sunday
506,766.0,104STA,2016-07-04,Monday
507,848.0,104STA,2016-07-05,Tuesday
508,2179.0,104STA,2016-07-06,Wednesday
509,2188.0,104STA,2016-07-07,Thursday
510,2240.0,104STA,2016-07-08,Friday
511,2138.0,104STA,2016-07-09,Saturday
512,1039.0,104STA,2016-07-10,Sunday
513,731.0,104STA,2016-07-11,Monday
514,2279.0,104STA,2016-07-12,Tuesday
515,2298.0,104STA,2016-07-13,Wednesday
516,2265.0,104STA,2016-07-14,Thursday
517,2215.0,104STA,2016-07-15,Friday
518,2225.0,104STA,2016-07-16,Saturday
519,1060.0,104STA,2016-07-17,Sunday
520,798.0,104STA,2016-07-18,Monday
521,2198.0,104STA,2016-07-19,Tuesday
522,2181.0,104STA,2016-07-20,Wednesday
523,2238.0,104STA,2016-07-21,Thursday
524,2280.0,104STA,2016-07-22,Friday
525,2073.0,104STA,2016-07-23,Saturday
526,4.0,104STA,2016-07-24,Sunday
527,0.0,104STA,2016-07-25,Monday
528,2120.0,104STA,2016-07-26,Tuesday
529,2288.0,104STA,2016-07-27,Wednesday
530,2359.0,104STA,2016-07-28,Thursday
531,2191.0,104STA,2016-07-29,Friday
532,2087.0,104STA,2016-07-30,Saturday
533,1024.0,104STA,2016-07-31,Sunday
534,759.0,104STA,2016-08-01,Monday
535,2088.0,104STA,2016-08-02,Tuesday
536,2207.0,104STA,2016-08-03,Wednesday
537,2277.0,104STA,2016-08-04,Thursday
538,2224.0,104STA,2016-08-05,Friday
539,2052.0,104STA,2016-08-06,Saturday
540,940.0,104STA,2016-08-07,Sunday
541,820.0,104STA,2016-08-08,Monday
542,2142.0,104STA,2016-08-09,Tuesday
543,2254.0,104STA,2016-08-10,Wednesday
544,2220.0,104STA,2016-08-11,Thursday
545,2196.0,104STA,2016-08-12,Friday
546,2086.0,104STA,2016-08-13,Saturday
547,995.0,104STA,2016-08-14,Sunday
548,722.0,104STA,2016-08-15,Monday
549,2151.0,104STA,2016-08-16,Tuesday
550,2192.0,104STA,2016-08-17,Wednesday
551,2166.0,104STA,2016-08-18,Thursday
552,2141.0,104STA,2016-08-19,Friday
553,2096.0,104STA,2016-08-20,Saturday
554,1047.0,104STA,2016-08-21,Sunday
555,761.0,104STA,2016-08-22,Monday
556,2227.0,104STA,2016-08-23,Tuesday
557,2135.0,104STA,2016-08-24,Wednesday
558,2136.0,104STA,2016-08-25,Thursday
559,2301.0,104STA,2016-08-26,Friday
560,2142.0,104STA,2016-08-27,Saturday
561,1101.0,104STA,2016-08-28,Sunday
562,793.0,104STA,2016-08-29,Monday
563,2274.0,104STA,2016-08-30,Tuesday
564,2326.0,104STA,2016-08-31,Wednesday
565,2243.0,104STA,2016-09-01,Thursday
566,2309.0,104STA,2016-09-02,Friday
567,2068.0,104STA,2016-09-03,Saturday
568,1024.0,104STA,2016-09-04,Sunday
569,717.0,104STA,2016-09-05,Monday
570,870.0,104STA,2016-09-06,Tuesday
571,2369.0,104STA,2016-09-07,Wednesday
