,TRANSITING,UN_STATION,DATE,DAY_OF_WEEK
12742,49154.0,51ST6,2016-06-09,Thursday
12743,48534.0,51ST6,2016-06-10,Friday
12744,44724.0,51ST6,2016-06-11,Saturday
12745,18360.0,51ST6,2016-06-12,Sunday
12746,15452.0,51ST6,2016-06-13,Monday
12747,43511.0,51ST6,2016-06-14,Tuesday
12748,46990.0,51ST6,2016-06-15,Wednesday
12749,47907.0,51ST6,2016-06-16,Thursday
12750,47632.0,51ST6,2016-06-17,Friday
12751,43939.0,51ST6,2016-06-18,Saturday
12752,21037.0,51ST6,2016-06-19,Sunday
12753,15743.0,51ST6,2016-06-20,Monday
12754,42245.0,51ST6,2016-06-21,Tuesday
12755,44825.0,51ST6,2016-06-22,Wednesday
12756,46509.0,51ST6,2016-06-23,Thursday
12757,45906.0,51ST6,2016-06-24,Friday
12758,43270.0,51ST6,2016-06-25,Saturday
12759,22487.0,51ST6,2016-06-26,Sunday
12760,17392.0,51ST6,2016-06-27,Monday
12761,43008.0,51ST6,2016-06-28,Tuesday
12762,45238.0,51ST6,2016-06-29,Wednesday
12763,46917.0,51ST6,2016-06-30,Thursday
12764,44839.0,51ST6,2016-07-01,Friday
12765,37246.0,51ST6,2016-07-02,Saturday
12766,8897.0,51ST6,2016-07-03,Sunday
12767,7268.0,51ST6,2016-07-04,Monday
12768,11892.0,51ST6,2016-07-05,Tuesday
12769,37788.0,51ST6,2016-07-06,Wednesday
12770,43354.0,51ST6,2016-07-07,Thursday
12771,43155.0,51ST6,2016-07-08,Friday
12772,42261.0,51ST6,2016-07-09,Saturday
12773,18652.0,51ST6,2016-07-10,Sunday
12774,15164.0,51ST6,2016-07-11,Monday
12775,41213.0,51ST6,2016-07-12,Tuesday
12776,44737.0,51ST6,2016-07-13,Wednesday
12777,43902.0,51ST6,2016-07-14,Thursday
12778,45359.0,51ST6,2016-07-15,Friday
12779,41924.0,51ST6,2016-07-16,Saturday
12780,18985.0,51ST6,2016-07-17,Sunday
12781,15622.0,51ST6,2016-07-18,Monday
12782,41448.0,51ST6,2016-07-19,Tuesday
12783,44553.0,51ST6,2016-07-20,Wednesday
12784,46357.0,51ST6,2016-07-21,Thursday
12785,45660.0,51ST6,2016-07-22,Friday
12786,42402.0,51ST6,2016-07-23,Saturday
12787,20952.0,51ST6,2016-07-24,Sunday
12788,17711.0,51ST6,2016-07-25,Monday
12789,41567.0,51ST6,2016-07-26,Tuesday
12790,43613.0,51ST6,2016-07-27,Wednesday
12791,44890.0,51ST6,2016-07-28,Thursday
12792,44552.0,51ST6,2016-07-29,Friday
12793,41599.0,51ST6,2016-07-30,Saturday
12794,20564.0,51ST6,2016-07-31,Sunday
12795,16590.0,51ST6,2016-08-01,Monday
12796,40570.0,51ST6,2016-08-02,Tuesday
12797,43408.0,51ST6,2016-08-03,Wednesday
12798,44396.0,51ST6,2016-08-04,Thursday
12799,44394.0,51ST6,2016-08-05,Friday
12800,41058.0,51ST6,2016-08-06,Saturday
12801,20131.0,51ST6,2016-08-07,Sunday
12802,16014.0,51ST6,2016-08-08,Monday
12803,39953.0,51ST6,2016-08-09,Tuesday
12804,42833.0,51ST6,2016-08-10,Wednesday
12805,43649.0,51ST6,2016-08-11,Thursday
12806,42544.0,51ST6,2016-08-12,Friday
12807,39518.0,51ST6,2016-08-13,Saturday
12808,16847.0,51ST6,2016-08-14,Sunday
12809,13181.0,51ST6,2016-08-15,Monday
12810,37998.0,51ST6,2016-08-16,Tuesday
12811,41402.0,51ST6,2016-08-17,Wednesday
12812,41987.0,51ST6,2016-08-18,Thursday
12813,40895.0,51ST6,2016-08-19,Friday
12814,38212.0,51ST6,2016-08-20,Saturday
12815,18474.0,51ST6,2016-08-21,Sunday
12816,14467.0,51ST6,2016-08-22,Monday
12817,37236.0,51ST6,2016-08-23,Tuesday
12818,40500.0,51ST6,2016-08-24,Wednesday
12819,40286.0,51ST6,2016-08-25,Thursday
12820,40799.0,51ST6,2016-08-26,Friday
12821,37220.0,51ST6,2016-08-27,Saturday
12822,16011.0,51ST6,2016-08-28,Sunday
12823,13007.0,51ST6,2016-08-29,Monday
12824,37229.0,51ST6,2016-08-30,Tuesday
12825,38929.0,51ST6,2016-08-31,Wednesday
12826,38946.0,51ST6,2016-09-01,Thursday
12827,38671.0,51ST6,2016-09-02,Friday
12828,34037.0,51ST6,2016-09-03,Saturday
12829,16264.0,51ST6,2016-09-04,Sunday
12830,13810.0,51ST6,2016-09-05,Monday
12831,12425.0,51ST6,2016-09-06,Tuesday
12832,39033.0,51ST6,2016-09-07,Wednesday
12833,35511.0,51ST6,2016-09-08,Thursday
12834,43541.0,51ST6,2016-09-09,Friday
12835,42280.0,51ST6,2016-09-10,Saturday
12836,19706.0,51ST6,2016-09-11,Sunday
12837,14893.0,51ST6,2016-09-12,Monday
12838,41882.0,51ST6,2016-09-13,Tuesday
12839,43958.0,51ST6,2016-09-14,Wednesday
12840,45585.0,51ST6,2016-09-15,Thursday
12841,44612.0,51ST6,2016-09-16,Friday
12842,43270.0,51ST6,2016-09-17,Saturday
12843,19757.0,51ST6,2016-09-18,Sunday
12844,15494.0,51ST6,2016-09-19,Monday
12845,43870.0,51ST6,2016-09-20,Tuesday
12846,45743.0,51ST6,2016-09-21,Wednesday
12847,47754.0,51ST6,2016-09-22,Thursday
12848,45493.0,51ST6,2016-09-23,Friday
12849,8994.0,52ST7,2016-05-29,Sunday
12850,7543.0,52ST7,2016-05-30,Monday
12851,7278.0,52ST7,2016-05-31,Tuesday
12852,13321.0,52ST7,2016-06-01,Wednesday
12853,14124.0,52ST7,2016-06-02,Thursday
12854,13192.0,52ST7,2016-06-03,Friday
12855,13608.0,52ST7,2016-06-04,Saturday
12856,7203.0,52ST7,2016-06-05,Sunday
12857,5342.0,52ST7,2016-06-06,Monday
12858,13219.0,52ST7,2016-06-07,Tuesday
12859,13621.0,52ST7,2016-06-08,Wednesday
12860,14228.0,52ST7,2016-06-09,Thursday
12861,14013.0,52ST7,2016-06-10,Friday
12862,13961.0,52ST7,2016-06-11,Saturday
12863,9672.0,52ST7,2016-06-12,Sunday
12864,7561.0,52ST7,2016-06-13,Monday
12865,13245.0,52ST7,2016-06-14,Tuesday
12866,13840.0,52ST7,2016-06-15,Wednesday
12867,14305.0,52ST7,2016-06-16,Thursday
12868,13893.0,52ST7,2016-06-17,Friday
12869,14246.0,52ST7,2016-06-18,Saturday
12870,9743.0,52ST7,2016-06-19,Sunday
12871,7983.0,52ST7,2016-06-20,Monday
12872,12812.0,52ST7,2016-06-21,Tuesday
12873,13026.0,52ST7,2016-06-22,Wednesday
12874,13838.0,52ST7,2016-06-23,Thursday
12875,13817.0,52ST7,2016-06-24,Friday
12876,13588.0,52ST7,2016-06-25,Saturday
12877,9266.0,52ST7,2016-06-26,Sunday
12878,8104.0,52ST7,2016-06-27,Monday
12879,13520.0,52ST7,2016-06-28,Tuesday
12880,13850.0,52ST7,2016-06-29,Wednesday
12881,13407.0,52ST7,2016-06-30,Thursday
12882,13246.0,52ST7,2016-07-01,Friday
12883,12357.0,52ST7,2016-07-02,Saturday
12884,7528.0,52ST7,2016-07-03,Sunday
12885,7034.0,52ST7,2016-07-04,Monday
12886,7600.0,52ST7,2016-07-05,Tuesday
12887,12535.0,52ST7,2016-07-06,Wednesday
12888,12878.0,52ST7,2016-07-07,Thursday
12889,12776.0,52ST7,2016-07-08,Friday
12890,12841.0,52ST7,2016-07-09,Saturday
12891,8509.0,52ST7,2016-07-10,Sunday
12892,7195.0,52ST7,2016-07-11,Monday
12893,12445.0,52ST7,2016-07-12,Tuesday
12894,12892.0,52ST7,2016-07-13,Wednesday
12895,13249.0,52ST7,2016-07-14,Thursday
12896,13174.0,52ST7,2016-07-15,Friday
12897,12767.0,52ST7,2016-07-16,Saturday
12898,8435.0,52ST7,2016-07-17,Sunday
12899,7244.0,52ST7,2016-07-18,Monday
12900,12236.0,52ST7,2016-07-19,Tuesday
12901,13075.0,52ST7,2016-07-20,Wednesday
12902,13520.0,52ST7,2016-07-21,Thursday
12903,13098.0,52ST7,2016-07-22,Friday
12904,12722.0,52ST7,2016-07-23,Saturday
12905,8298.0,52ST7,2016-07-24,Sunday
12906,7216.0,52ST7,2016-07-25,Monday
12907,12271.0,52ST7,2016-07-26,Tuesday
12908,13174.0,52ST7,2016-07-27,Wednesday
12909,13216.0,52ST7,2016-07-28,Thursday
12910,12942.0,52ST7,2016-07-29,Friday
12911,12896.0,52ST7,2016-07-30,Saturday
12912,8632.0,52ST7,2016-07-31,Sunday
12913,7099.0,52ST7,2016-08-01,Monday
12914,12850.0,52ST7,2016-08-02,Tuesday
12915,13122.0,52ST7,2016-08-03,Wednesday
12916,13013.0,52ST7,2016-08-04,Thursday
12917,12609.0,52ST7,2016-08-05,Friday
12918,12555.0,52ST7,2016-08-06,Saturday
12919,6961.0,52ST7,2016-08-07,Sunday
12920,7207.0,52ST7,2016-08-08,Monday
12921,12631.0,52ST7,2016-08-09,Tuesday
12922,13018.0,52ST7,2016-08-10,Wednesday
12923,12878.0,52ST7,2016-08-11,Thursday
12924,12742.0,52ST7,2016-08-12,Friday
12925,12517.0,52ST7,2016-08-13,Saturday
12926,8474.0,52ST7,2016-08-14,Sunday
12927,6632.0,52ST7,2016-08-15,Monday
12928,12258.0,52ST7,2016-08-16,Tuesday
12929,12386.0,52ST7,2016-08-17,Wednesday
12930,11741.0,52ST7,2016-08-18,Thursday
12931,12428.0,52ST7,2016-08-19,Friday
12932,12554.0,52ST7,2016-08-20,Saturday
12933,8490.0,52ST7,2016-08-21,Sunday
12934,6988.0,52ST7,2016-08-22,Monday
12935,11813.0,52ST7,2016-08-23,Tuesday
12936,12387.0,52ST7,2016-08-24,Wednesday
12937,12464.0,52ST7,2016-08-25,Thursday
12938,12682.0,52ST7,2016-08-26,Friday
12939,12683.0,52ST7,2016-08-27,Saturday
12940,9150.0,52ST7,2016-08-28,Sunday
12941,7301.0,52ST7,2016-08-29,Monday
12942,12642.0,52ST7,2016-08-30,Tuesday
12943,13019.0,52ST7,2016-08-31,Wednesday
12944,12883.0,52ST7,2016-09-01,Thursday
12945,12699.0,52ST7,2016-09-02,Friday
12946,12393.0,52ST7,2016-09-03,Saturday
12947,8538.0,52ST7,2016-09-04,Sunday
12948,7264.0,52ST7,2016-09-05,Monday
12949,7022.0,52ST7,2016-09-06,Tuesday
12950,13162.0,52ST7,2016-09-07,Wednesday
12951,13581.0,52ST7,2016-09-08,Thursday
12952,13972.0,52ST7,2016-09-09,Friday
12953,14040.0,52ST7,2016-09-10,Saturday
12954,9618.0,52ST7,2016-09-11,Sunday
12955,7572.0,52ST7,2016-09-12,Monday
12956,12754.0,52ST7,2016-09-13,Tuesday
12957,13843.0,52ST7,2016-09-14,Wednesday
12958,14090.0,52ST7,2016-09-15,Thursday
12959,14164.0,52ST7,2016-09-16,Friday
12960,14060.0,52ST7,2016-09-17,Saturday
12961,9817.0,52ST7,2016-09-18,Sunday
12962,7431.0,52ST7,2016-09-19,Monday
12963,13367.0,52ST7,2016-09-20,Tuesday
12964,14358.0,52ST7,2016-09-21,Wednesday
12965,14541.0,52ST7,2016-09-22,Thursday
12966,14313.0,52ST7,2016-09-23,Friday
12967,7204.0,53STR,2016-05-29,Sunday
12968,6554.0,53STR,2016-05-30,Monday
12969,6643.0,53STR,2016-05-31,Tuesday
12970,10734.0,53STR,2016-06-01,Wednesday
12971,10540.0,53STR,2016-06-02,Thursday
12972,10920.0,53STR,2016-06-03,Friday
12973,10677.0,53STR,2016-06-04,Saturday
12974,5223.0,53STR,2016-06-05,Sunday
12975,3399.0,53STR,2016-06-06,Monday
12976,10445.0,53STR,2016-06-07,Tuesday
12977,10680.0,53STR,2016-06-08,Wednesday
12978,10573.0,53STR,2016-06-09,Thursday
12979,10275.0,53STR,2016-06-10,Friday
12980,10594.0,53STR,2016-06-11,Saturday
12981,6906.0,53STR,2016-06-12,Sunday
12982,6369.0,53STR,2016-06-13,Monday
12983,10333.0,53STR,2016-06-14,Tuesday
12984,10408.0,53STR,2016-06-15,Wednesday
12985,10273.0,53STR,2016-06-16,Thursday
12986,10127.0,53STR,2016-06-17,Friday
12987,10379.0,53STR,2016-06-18,Saturday
12988,7366.0,53STR,2016-06-19,Sunday
12989,5854.0,53STR,2016-06-20,Monday
12990,10346.0,53STR,2016-06-21,Tuesday
12991,10367.0,53STR,2016-06-22,Wednesday
12992,10320.0,53STR,2016-06-23,Thursday
12993,9994.0,53STR,2016-06-24,Friday
12994,10361.0,53STR,2016-06-25,Saturday
12995,7382.0,53STR,2016-06-26,Sunday
12996,5454.0,53STR,2016-06-27,Monday
12997,10303.0,53STR,2016-06-28,Tuesday
12998,10461.0,53STR,2016-06-29,Wednesday
12999,10262.0,53STR,2016-06-30,Thursday
13000,10233.0,53STR,2016-07-01,Friday
13001,10105.0,53STR,2016-07-02,Saturday
13002,7425.0,53STR,2016-07-03,Sunday
13003,5977.0,53STR,2016-07-04,Monday
13004,6719.0,53STR,2016-07-05,Tuesday
13005,9708.0,53STR,2016-07-06,Wednesday
13006,10042.0,53STR,2016-07-07,Thursday
13007,10104.0,53STR,2016-07-08,Friday
13008,9979.0,53STR,2016-07-09,Saturday
13009,6505.0,53STR,2016-07-10,Sunday
13010,5615.0,53STR,2016-07-11,Monday
13011,9883.0,53STR,2016-07-12,Tuesday
13012,10187.0,53STR,2016-07-13,Wednesday
13013,9888.0,53STR,2016-07-14,Thursday
13014,9986.0,53STR,2016-07-15,Friday
13015,9894.0,53STR,2016-07-16,Saturday
13016,6727.0,53STR,2016-07-17,Sunday
13017,5921.0,53STR,2016-07-18,Monday
13018,10213.0,53STR,2016-07-19,Tuesday
13019,10371.0,53STR,2016-07-20,Wednesday
13020,10367.0,53STR,2016-07-21,Thursday
13021,10109.0,53STR,2016-07-22,Friday
13022,10044.0,53STR,2016-07-23,Saturday
13023,6607.0,53STR,2016-07-24,Sunday
13024,5689.0,53STR,2016-07-25,Monday
13025,9528.0,53STR,2016-07-26,Tuesday
13026,10271.0,53STR,2016-07-27,Wednesday
13027,10103.0,53STR,2016-07-28,Thursday
13028,10031.0,53STR,2016-07-29,Friday
13029,9686.0,53STR,2016-07-30,Saturday
13030,6558.0,53STR,2016-07-31,Sunday
13031,5291.0,53STR,2016-08-01,Monday
13032,9920.0,53STR,2016-08-02,Tuesday
13033,10154.0,53STR,2016-08-03,Wednesday
13034,9851.0,53STR,2016-08-04,Thursday
13035,10115.0,53STR,2016-08-05,Friday
13036,10041.0,53STR,2016-08-06,Saturday
13037,6605.0,53STR,2016-08-07,Sunday
13038,5742.0,53STR,2016-08-08,Monday
13039,9835.0,53STR,2016-08-09,Tuesday
13040,10299.0,53STR,2016-08-10,Wednesday
13041,9590.0,53STR,2016-08-11,Thursday
13042,9904.0,53STR,2016-08-12,Friday
13043,9688.0,53STR,2016-08-13,Saturday
13044,6419.0,53STR,2016-08-14,Sunday
13045,5304.0,53STR,2016-08-15,Monday
13046,9635.0,53STR,2016-08-16,Tuesday
13047,9817.0,53STR,2016-08-17,Wednesday
13048,9931.0,53STR,2016-08-18,Thursday
13049,9687.0,53STR,2016-08-19,Friday
13050,9605.0,53STR,2016-08-20,Saturday
13051,7432.0,53STR,2016-08-21,Sunday
13052,5983.0,53STR,2016-08-22,Monday
13053,9644.0,53STR,2016-08-23,Tuesday
13054,9824.0,53STR,2016-08-24,Wednesday
13055,9718.0,53STR,2016-08-25,Thursday
13056,9735.0,53STR,2016-08-26,Friday
13057,9577.0,53STR,2016-08-27,Saturday
13058,7204.0,53STR,2016-08-28,Sunday
13059,6174.0,53STR,2016-08-29,Monday
13060,9881.0,53STR,2016-08-30,Tuesday
13061,10036.0,53STR,2016-08-31,Wednesday
13062,9967.0,53STR,2016-09-01,Thursday
13063,9712.0,53STR,2016-09-02,Friday
13064,10002.0,53STR,2016-09-03,Saturday
13065,7425.0,53STR,2016-09-04,Sunday
13066,6506.0,53STR,2016-09-05,Monday
13067,6320.0,53STR,2016-09-06,Tuesday
13068,10260.0,53STR,2016-09-07,Wednesday
13069,10617.0,53STR,2016-09-08,Thursday
13070,10634.0,53STR,2016-09-09,Friday
13071,10863.0,53STR,2016-09-10,Saturday
13072,7136.0,53STR,2016-09-11,Sunday
13073,5976.0,53STR,2016-09-12,Monday
13074,10447.0,53STR,2016-09-13,Tuesday
13075,11189.0,53STR,2016-09-14,Wednesday
13076,10802.0,53STR,2016-09-15,Thursday
13077,10947.0,53STR,2016-09-16,Friday
13078,10962.0,53STR,2016-09-17,Saturday
13079,7128.0,53STR,2016-09-18,Sunday
13080,6011.0,53STR,2016-09-19,Monday
13081,10391.0,53STR,2016-09-20,Tuesday
13082,11030.0,53STR,2016-09-21,Wednesday
13083,10955.0,53STR,2016-09-22,Thursday
13084,10913.0,53STR,2016-09-23,Friday
13085,1226.0,55STD,2016-05-29,Sunday
13086,2104.0,55STD,2016-05-30,Monday
13087,2112.0,55STD,2016-05-31,Tuesday
13088,3800.0,55STD,2016-06-01,Wednesday
13089,3694.0,55STD,2016-06-02,Thursday
13090,3619.0,55STD,2016-06-03,Friday
13091,3433.0,55STD,2016-06-04,Saturday
13092,936.0,55STD,2016-06-05,Sunday
13093,1187.0,55STD,2016-06-06,Monday
13094,3709.0,55STD,2016-06-07,Tuesday
13095,3538.0,55STD,2016-06-08,Wednesday
13096,3531.0,55STD,2016-06-09,Thursday
13097,3555.0,55STD,2016-06-10,Friday
13098,3244.0,55STD,2016-06-11,Saturday
13099,1280.0,55STD,2016-06-12,Sunday
13100,1348.0,55STD,2016-06-13,Monday
13101,2370.0,55STD,2016-06-14,Tuesday
13102,3585.0,55STD,2016-06-15,Wednesday
13103,3650.0,55STD,2016-06-16,Thursday
13104,3596.0,55STD,2016-06-17,Friday
13105,3281.0,55STD,2016-06-18,Saturday
13106,1001.0,55STD,2016-06-19,Sunday
13107,1281.0,55STD,2016-06-20,Monday
13108,3611.0,55STD,2016-06-21,Tuesday
13109,3685.0,55STD,2016-06-22,Wednesday
13110,3532.0,55STD,2016-06-23,Thursday
13111,3588.0,55STD,2016-06-24,Friday
13112,3302.0,55STD,2016-06-25,Saturday
13113,878.0,55STD,2016-06-26,Sunday
13114,1252.0,55STD,2016-06-27,Monday
13115,3671.0,55STD,2016-06-28,Tuesday
13116,3678.0,55STD,2016-06-29,Wednesday
13117,3386.0,55STD,2016-06-30,Thursday
13118,3575.0,55STD,2016-07-01,Friday
13119,2954.0,55STD,2016-07-02,Saturday
13120,1140.0,55STD,2016-07-03,Sunday
13121,1574.0,55STD,2016-07-04,Monday
13122,1740.0,55STD,2016-07-05,Tuesday
13123,3074.0,55STD,2016-07-06,Wednesday
13124,3203.0,55STD,2016-07-07,Thursday
13125,3296.0,55STD,2016-07-08,Friday
13126,2855.0,55STD,2016-07-09,Saturday
13127,1142.0,55STD,2016-07-10,Sunday
13128,1592.0,55STD,2016-07-11,Monday
13129,3205.0,55STD,2016-07-12,Tuesday
13130,3387.0,55STD,2016-07-13,Wednesday
13131,3226.0,55STD,2016-07-14,Thursday
13132,3307.0,55STD,2016-07-15,Friday
13133,2864.0,55STD,2016-07-16,Saturday
13134,1318.0,55STD,2016-07-17,Sunday
13135,1817.0,55STD,2016-07-18,Monday
13136,3254.0,55STD,2016-07-19,Tuesday
13137,3335.0,55STD,2016-07-20,Wednesday
13138,3283.0,55STD,2016-07-21,Thursday
13139,3257.0,55STD,2016-07-22,Friday
13140,2853.0,55STD,2016-07-23,Saturday
13141,1167.0,55STD,2016-07-24,Sunday
13142,1370.0,55STD,2016-07-25,Monday
13143,3091.0,55STD,2016-07-26,Tuesday
13144,3187.0,55STD,2016-07-27,Wednesday
13145,3178.0,55STD,2016-07-28,Thursday
13146,3201.0,55STD,2016-07-29,Friday
13147,2649.0,55STD,2016-07-30,Saturday
13148,1509.0,55STD,2016-07-31,Sunday
13149,1804.0,55STD,2016-08-01,Monday
13150,3103.0,55STD,2016-08-02,Tuesday
13151,3276.0,55STD,2016-08-03,Wednesday
13152,3262.0,55STD,2016-08-04,Thursday
13153,3272.0,55STD,2016-08-05,Friday
13154,2899.0,55STD,2016-08-06,Saturday
13155,1115.0,55STD,2016-08-07,Sunday
13156,1575.0,55STD,2016-08-08,Monday
13157,3114.0,55STD,2016-08-09,Tuesday
13158,3150.0,55STD,2016-08-10,Wednesday
13159,2960.0,55STD,2016-08-11,Thursday
13160,3011.0,55STD,2016-08-12,Friday
13161,2609.0,55STD,2016-08-13,Saturday
13162,1175.0,55STD,2016-08-14,Sunday
13163,1107.0,55STD,2016-08-15,Monday
13164,3054.0,55STD,2016-08-16,Tuesday
13165,3018.0,55STD,2016-08-17,Wednesday
13166,3005.0,55STD,2016-08-18,Thursday
13167,3016.0,55STD,2016-08-19,Friday
13168,2656.0,55STD,2016-08-20,Saturday
13169,1079.0,55STD,2016-08-21,Sunday
13170,1377.0,55STD,2016-08-22,Monday
13171,3067.0,55STD,2016-08-23,Tuesday
13172,3085.0,55STD,2016-08-24,Wednesday
13173,2895.0,55STD,2016-08-25,Thursday
13174,3114.0,55STD,2016-08-26,Friday
13175,2669.0,55STD,2016-08-27,Saturday
13176,804.0,55STD,2016-08-28,Sunday
13177,1037.0,55STD,2016-08-29,Monday
13178,3119.0,55STD,2016-08-30,Tuesday
13179,3247.0,55STD,2016-08-31,Wednesday
13180,3196.0,55STD,2016-09-01,Thursday
13181,3144.0,55STD,2016-09-02,Friday
13182,2831.0,55STD,2016-09-03,Saturday
13183,1056.0,55STD,2016-09-04,Sunday
13184,1760.0,55STD,2016-09-05,Monday
13185,1954.0,55STD,2016-09-06,Tuesday
13186,3469.0,55STD,2016-09-07,Wednesday
13187,3533.0,55STD,2016-09-08,Thursday
13188,3583.0,55STD,2016-09-09,Friday
13189,3225.0,55STD,2016-09-10,Saturday
13190,801.0,55STD,2016-09-11,Sunday
13191,1260.0,55STD,2016-09-12,Monday
13192,3362.0,55STD,2016-09-13,Tuesday
13193,3689.0,55STD,2016-09-14,Wednesday
13194,3586.0,55STD,2016-09-15,Thursday
13195,3696.0,55STD,2016-09-16,Friday
13196,3356.0,55STD,2016-09-17,Saturday
13197,1413.0,55STD,2016-09-18,Sunday
13198,3231.0,55STD,2016-09-19,Monday
13199,1990.0,55STD,2016-09-20,Tuesday
13200,3659.0,55STD,2016-09-21,Wednesday
13201,3629.0,55STD,2016-09-22,Thursday
13202,3641.0,55STD,2016-09-23,Friday
13203,17415.0,57ST7AVNQR,2016-05-29,Sunday
13204,15567.0,57ST7AVNQR,2016-05-30,Monday
13205,13031.0,57ST7AVNQR,2016-05-31,Tuesday
13206,27216.0,57ST7AVNQR,2016-06-01,Wednesday
13207,28997.0,57ST7AVNQR,2016-06-02,Thursday
13208,29922.0,57ST7AVNQR,2016-06-03,Friday
13209,27375.0,57ST7AVNQR,2016-06-04,Saturday
13210,19020.0,57ST7AVNQR,2016-06-05,Sunday
13211,14404.0,57ST7AVNQR,2016-06-06,Monday
13212,28071.0,57ST7AVNQR,2016-06-07,Tuesday
13213,29766.0,57ST7AVNQR,2016-06-08,Wednesday
13214,29585.0,57ST7AVNQR,2016-06-09,Thursday
13215,30083.0,57ST7AVNQR,2016-06-10,Friday
13216,27507.0,57ST7AVNQR,2016-06-11,Saturday
13217,20025.0,57ST7AVNQR,2016-06-12,Sunday
13218,16963.0,57ST7AVNQR,2016-06-13,Monday
13219,27616.0,57ST7AVNQR,2016-06-14,Tuesday
13220,29299.0,57ST7AVNQR,2016-06-15,Wednesday
13221,29556.0,57ST7AVNQR,2016-06-16,Thursday
13222,30311.0,57ST7AVNQR,2016-06-17,Friday
13223,27026.0,57ST7AVNQR,2016-06-18,Saturday
13224,19414.0,57ST7AVNQR,2016-06-19,Sunday
13225,15308.0,57ST7AVNQR,2016-06-20,Monday
13226,27504.0,57ST7AVNQR,2016-06-21,Tuesday
13227,29612.0,57ST7AVNQR,2016-06-22,Wednesday
13228,30837.0,57ST7AVNQR,2016-06-23,Thursday
13229,29037.0,57ST7AVNQR,2016-06-24,Friday
13230,27359.0,57ST7AVNQR,2016-06-25,Saturday
13231,20136.0,57ST7AVNQR,2016-06-26,Sunday
13232,17341.0,57ST7AVNQR,2016-06-27,Monday
13233,27775.0,57ST7AVNQR,2016-06-28,Tuesday
13234,28054.0,57ST7AVNQR,2016-06-29,Wednesday
13235,28997.0,57ST7AVNQR,2016-06-30,Thursday
13236,28666.0,57ST7AVNQR,2016-07-01,Friday
13237,22687.0,57ST7AVNQR,2016-07-02,Saturday
13238,16368.0,57ST7AVNQR,2016-07-03,Sunday
13239,14107.0,57ST7AVNQR,2016-07-04,Monday
13240,13015.0,57ST7AVNQR,2016-07-05,Tuesday
13241,24734.0,57ST7AVNQR,2016-07-06,Wednesday
13242,27856.0,57ST7AVNQR,2016-07-07,Thursday
13243,27910.0,57ST7AVNQR,2016-07-08,Friday
13244,27494.0,57ST7AVNQR,2016-07-09,Saturday
13245,17661.0,57ST7AVNQR,2016-07-10,Sunday
13246,14555.0,57ST7AVNQR,2016-07-11,Monday
13247,26596.0,57ST7AVNQR,2016-07-12,Tuesday
13248,28981.0,57ST7AVNQR,2016-07-13,Wednesday
13249,29208.0,57ST7AVNQR,2016-07-14,Thursday
13250,28524.0,57ST7AVNQR,2016-07-15,Friday
13251,26217.0,57ST7AVNQR,2016-07-16,Saturday
13252,18237.0,57ST7AVNQR,2016-07-17,Sunday
13253,15410.0,57ST7AVNQR,2016-07-18,Monday
13254,25977.0,57ST7AVNQR,2016-07-19,Tuesday
13255,27996.0,57ST7AVNQR,2016-07-20,Wednesday
13256,29126.0,57ST7AVNQR,2016-07-21,Thursday
13257,30496.0,57ST7AVNQR,2016-07-22,Friday
13258,25788.0,57ST7AVNQR,2016-07-23,Saturday
13259,17324.0,57ST7AVNQR,2016-07-24,Sunday
13260,14892.0,57ST7AVNQR,2016-07-25,Monday
13261,26272.0,57ST7AVNQR,2016-07-26,Tuesday
13262,27697.0,57ST7AVNQR,2016-07-27,Wednesday
13263,28272.0,57ST7AVNQR,2016-07-28,Thursday
13264,27992.0,57ST7AVNQR,2016-07-29,Friday
13265,25613.0,57ST7AVNQR,2016-07-30,Saturday
13266,17263.0,57ST7AVNQR,2016-07-31,Sunday
13267,13546.0,57ST7AVNQR,2016-08-01,Monday
13268,25429.0,57ST7AVNQR,2016-08-02,Tuesday
13269,27787.0,57ST7AVNQR,2016-08-03,Wednesday
13270,27882.0,57ST7AVNQR,2016-08-04,Thursday
13271,27677.0,57ST7AVNQR,2016-08-05,Friday
13272,25351.0,57ST7AVNQR,2016-08-06,Saturday
13273,17068.0,57ST7AVNQR,2016-08-07,Sunday
13274,15246.0,57ST7AVNQR,2016-08-08,Monday
13275,25471.0,57ST7AVNQR,2016-08-09,Tuesday
13276,27075.0,57ST7AVNQR,2016-08-10,Wednesday
13277,27108.0,57ST7AVNQR,2016-08-11,Thursday
13278,26704.0,57ST7AVNQR,2016-08-12,Friday
13279,23984.0,57ST7AVNQR,2016-08-13,Saturday
13280,16142.0,57ST7AVNQR,2016-08-14,Sunday
13281,13235.0,57ST7AVNQR,2016-08-15,Monday
13282,25056.0,57ST7AVNQR,2016-08-16,Tuesday
13283,25978.0,57ST7AVNQR,2016-08-17,Wednesday
13284,27018.0,57ST7AVNQR,2016-08-18,Thursday
13285,26577.0,57ST7AVNQR,2016-08-19,Friday
13286,24512.0,57ST7AVNQR,2016-08-20,Saturday
13287,17316.0,57ST7AVNQR,2016-08-21,Sunday
13288,14064.0,57ST7AVNQR,2016-08-22,Monday
13289,24180.0,57ST7AVNQR,2016-08-23,Tuesday
13290,25940.0,57ST7AVNQR,2016-08-24,Wednesday
13291,26196.0,57ST7AVNQR,2016-08-25,Thursday
