,TRANSITING,UN_STATION,DAY_OF_WEEK
1405,51882.0,BEVERLEYROADBQ,Tuesday
1406,59967.0,BEVERLEYROADBQ,Wednesday
1407,78635.0,BEVERLYRD25,Friday
1408,36116.0,BEVERLYRD25,Monday
1409,73739.0,BEVERLYRD25,Saturday
1410,46527.0,BEVERLYRD25,Sunday
1411,79130.0,BEVERLYRD25,Thursday
1412,71580.0,BEVERLYRD25,Tuesday
1413,78360.0,BEVERLYRD25,Wednesday
1414,380631.0,BLEECKERST6DF,Friday
1415,184371.0,BLEECKERST6DF,Monday
1416,341336.0,BLEECKERST6DF,Saturday
1417,233586.0,BLEECKERST6DF,Sunday
1418,374078.0,BLEECKERST6DF,Thursday
1419,303433.0,BLEECKERST6DF,Tuesday
1420,361611.0,BLEECKERST6DF,Wednesday
1421,1085907.0,BOROUGHHALL2345R,Friday
1422,330687.0,BOROUGHHALL2345R,Monday
1423,928554.0,BOROUGHHALL2345R,Saturday
1424,415850.0,BOROUGHHALL2345R,Sunday
1425,1086885.0,BOROUGHHALL2345R,Thursday
1426,919440.0,BOROUGHHALL2345R,Tuesday
1427,1079793.0,BOROUGHHALL2345R,Wednesday
1428,60429.0,BOTANICGARDEN2345S,Friday
1429,33113.0,BOTANICGARDEN2345S,Monday
1430,55756.0,BOTANICGARDEN2345S,Saturday
1431,43355.0,BOTANICGARDEN2345S,Sunday
1432,60965.0,BOTANICGARDEN2345S,Thursday
1433,59598.0,BOTANICGARDEN2345S,Tuesday
1434,62723.0,BOTANICGARDEN2345S,Wednesday
1435,116760.0,BOWERYJZ,Friday
1436,95190.0,BOWERYJZ,Monday
1437,111964.0,BOWERYJZ,Saturday
1438,113897.0,BOWERYJZ,Sunday
1439,113529.0,BOWERYJZ,Thursday
1440,103281.0,BOWERYJZ,Tuesday
1441,109888.0,BOWERYJZ,Wednesday
1442,1137188.0,BOWLINGGREEN45,Friday
1443,247019.0,BOWLINGGREEN45,Monday
1444,986896.0,BOWLINGGREEN45,Saturday
1445,306910.0,BOWLINGGREEN45,Sunday
1446,1127614.0,BOWLINGGREEN45,Thursday
1447,961326.0,BOWLINGGREEN45,Tuesday
1448,1128841.0,BOWLINGGREEN45,Wednesday
1449,124830.0,BRIARWOODEF,Friday
1450,50752.0,BRIARWOODEF,Monday
1451,111889.0,BRIARWOODEF,Saturday
1452,60704.0,BRIARWOODEF,Sunday
1453,124346.0,BRIARWOODEF,Thursday
1454,108571.0,BRIARWOODEF,Tuesday
1455,125414.0,BRIARWOODEF,Wednesday
1456,369367.0,BRIGHTONBEACHBQ,Friday
1457,245401.0,BRIGHTONBEACHBQ,Monday
1458,325455.0,BRIGHTONBEACHBQ,Saturday
1459,231315.0,BRIGHTONBEACHBQ,Sunday
1460,383835.0,BRIGHTONBEACHBQ,Thursday
1461,329765.0,BRIGHTONBEACHBQ,Tuesday
1462,378592.0,BRIGHTONBEACHBQ,Wednesday
1463,7405.0,BROADCHANNELAS,Friday
1464,3770.0,BROADCHANNELAS,Monday
1465,6563.0,BROADCHANNELAS,Saturday
1466,4452.0,BROADCHANNELAS,Sunday
1467,7318.0,BROADCHANNELAS,Thursday
1468,6627.0,BROADCHANNELAS,Tuesday
1469,7402.0,BROADCHANNELAS,Wednesday
1470,177633.0,BROADSTJZ,Friday
1471,48718.0,BROADSTJZ,Monday
1472,158060.0,BROADSTJZ,Saturday
1473,65473.0,BROADSTJZ,Sunday
1474,180149.0,BROADSTJZ,Thursday
1475,152523.0,BROADSTJZ,Tuesday
1476,177673.0,BROADSTJZ,Wednesday
1477,130365.0,BROADWAYG,Friday
1478,70817.0,BROADWAYG,Monday
1479,119603.0,BROADWAYG,Saturday
1480,85555.0,BROADWAYG,Sunday
1481,128013.0,BROADWAYG,Thursday
1482,114748.0,BROADWAYG,Tuesday
1483,125423.0,BROADWAYG,Wednesday
1484,312204.0,BROADWAYJCTACJLZ,Friday
1485,212594.0,BROADWAYJCTACJLZ,Monday
1486,292694.0,BROADWAYJCTACJLZ,Saturday
1487,260667.0,BROADWAYJCTACJLZ,Sunday
1488,306098.0,BROADWAYJCTACJLZ,Thursday
1489,275250.0,BROADWAYJCTACJLZ,Tuesday
1490,303391.0,BROADWAYJCTACJLZ,Wednesday
1491,384603.0,BROADWAYNQ,Friday
1492,219943.0,BROADWAYNQ,Monday
1493,358344.0,BROADWAYNQ,Saturday
1494,270408.0,BROADWAYNQ,Sunday
1495,386477.0,BROADWAYNQ,Thursday
1496,340278.0,BROADWAYNQ,Tuesday
1497,380324.0,BROADWAYNQ,Wednesday
1498,61908.0,BRONXPARKEAST25,Friday
1499,23221.0,BRONXPARKEAST25,Monday
1500,56385.0,BRONXPARKEAST25,Saturday
1501,30030.0,BRONXPARKEAST25,Sunday
1502,62720.0,BRONXPARKEAST25,Thursday
1503,56501.0,BRONXPARKEAST25,Tuesday
1504,64317.0,BRONXPARKEAST25,Wednesday
1505,191908.0,BROOKAV6,Friday
1506,105516.0,BROOKAV6,Monday
1507,186015.0,BROOKAV6,Saturday
1508,128016.0,BROOKAV6,Sunday
1509,194494.0,BROOKAV6,Thursday
1510,174155.0,BROOKAV6,Tuesday
1511,189936.0,BROOKAV6,Wednesday
1512,707904.0,BROOKLYNBRIDGE456JZ,Friday
1513,238359.0,BROOKLYNBRIDGE456JZ,Monday
1514,588676.0,BROOKLYNBRIDGE456JZ,Saturday
1515,305231.0,BROOKLYNBRIDGE456JZ,Sunday
1516,710203.0,BROOKLYNBRIDGE456JZ,Thursday
1517,584779.0,BROOKLYNBRIDGE456JZ,Tuesday
1518,703623.0,BROOKLYNBRIDGE456JZ,Wednesday
1519,117385.0,BUHREAV6,Friday
1520,41222.0,BUHREAV6,Monday
1521,109295.0,BUHREAV6,Saturday
1522,54825.0,BUHREAV6,Sunday
1523,117352.0,BUHREAV6,Thursday
1524,101223.0,BUHREAV6,Tuesday
1525,117828.0,BUHREAV6,Wednesday
1526,77967.0,BURKEAV25,Friday
1527,34859.0,BURKEAV25,Monday
1528,72204.0,BURKEAV25,Saturday
1529,45269.0,BURKEAV25,Sunday
1530,78315.0,BURKEAV25,Thursday
1531,70877.0,BURKEAV25,Tuesday
1532,79837.0,BURKEAV25,Wednesday
1533,291125.0,BURNSIDEAV4,Friday
1534,152478.0,BURNSIDEAV4,Monday
1535,257808.0,BURNSIDEAV4,Saturday
1536,193252.0,BURNSIDEAV4,Sunday
1537,288843.0,BURNSIDEAV4,Thursday
1538,257258.0,BURNSIDEAV4,Tuesday
1539,289817.0,BURNSIDEAV4,Wednesday
1540,58650.0,BUSHWICKAVL,Friday
1541,32643.0,BUSHWICKAVL,Monday
1542,55246.0,BUSHWICKAVL,Saturday
1543,41544.0,BUSHWICKAVL,Sunday
1544,59240.0,BUSHWICKAVL,Thursday
1545,53070.0,BUSHWICKAVL,Tuesday
1546,57998.0,BUSHWICKAVL,Wednesday
1547,932748.0,BWAYLAFAYETTE6BDFQ,Friday
1548,413955.0,BWAYLAFAYETTE6BDFQ,Monday
1549,874033.0,BWAYLAFAYETTE6BDFQ,Saturday
1550,557846.0,BWAYLAFAYETTE6BDFQ,Sunday
1551,910975.0,BWAYLAFAYETTE6BDFQ,Thursday
1552,755944.0,BWAYLAFAYETTE6BDFQ,Tuesday
1553,890665.0,BWAYLAFAYETTE6BDFQ,Wednesday
1554,212121.0,CANALST1,Friday
1555,73787.0,CANALST1,Monday
1556,180302.0,CANALST1,Saturday
1557,92303.0,CANALST1,Sunday
1558,207585.0,CANALST1,Thursday
1559,169873.0,CANALST1,Tuesday
1560,202975.0,CANALST1,Wednesday
1561,1243943.0,CANALST6JNQRZ,Friday
1562,835631.0,CANALST6JNQRZ,Monday
1563,1193930.0,CANALST6JNQRZ,Saturday
1564,1037015.0,CANALST6JNQRZ,Sunday
1565,1224539.0,CANALST6JNQRZ,Thursday
1566,1101030.0,CANALST6JNQRZ,Tuesday
1567,1222549.0,CANALST6JNQRZ,Wednesday
1568,588618.0,CANALSTACE,Friday
1569,166572.0,CANALSTACE,Monday
1570,515891.0,CANALSTACE,Saturday
1571,214956.0,CANALSTACE,Sunday
1572,581428.0,CANALSTACE,Thursday
1573,476131.0,CANALSTACE,Tuesday
1574,569076.0,CANALSTACE,Wednesday
1575,266772.0,CANARSIEROCKAWL,Friday
1576,97009.0,CANARSIEROCKAWL,Monday
1577,249731.0,CANARSIEROCKAWL,Saturday
1578,125121.0,CANARSIEROCKAWL,Sunday
1579,264927.0,CANARSIEROCKAWL,Thursday
1580,240931.0,CANARSIEROCKAWL,Tuesday
1581,261456.0,CANARSIEROCKAWL,Wednesday
1582,274993.0,CARROLLSTFG,Friday
1583,101590.0,CARROLLSTFG,Monday
1584,245226.0,CARROLLSTFG,Saturday
1585,127015.0,CARROLLSTFG,Sunday
1586,275536.0,CARROLLSTFG,Thursday
1587,226417.0,CARROLLSTFG,Tuesday
1588,270092.0,CARROLLSTFG,Wednesday
1589,184915.0,CASTLEHILLAV6,Friday
1590,88597.0,CASTLEHILLAV6,Monday
1591,173293.0,CASTLEHILLAV6,Saturday
1592,109456.0,CASTLEHILLAV6,Sunday
1593,185925.0,CASTLEHILLAV6,Thursday
1594,164820.0,CASTLEHILLAV6,Tuesday
1595,184576.0,CASTLEHILLAV6,Wednesday
1596,325156.0,CATHEDRALPKWY1,Friday
1597,166398.0,CATHEDRALPKWY1,Monday
1598,301555.0,CATHEDRALPKWY1,Saturday
1599,199074.0,CATHEDRALPKWY1,Sunday
1600,322186.0,CATHEDRALPKWY1,Thursday
1601,281856.0,CATHEDRALPKWY1,Tuesday
1602,317996.0,CATHEDRALPKWY1,Wednesday
1603,203742.0,CATHEDRALPKWYBC,Friday
1604,97294.0,CATHEDRALPKWYBC,Monday
1605,189543.0,CATHEDRALPKWYBC,Saturday
1606,104062.0,CATHEDRALPKWYBC,Sunday
1607,206348.0,CATHEDRALPKWYBC,Thursday
1608,169655.0,CATHEDRALPKWYBC,Tuesday
1609,201422.0,CATHEDRALPKWYBC,Wednesday
1610,125092.0,CENTRALAVM,Friday
1611,44182.0,CENTRALAVM,Monday
1612,115428.0,CENTRALAVM,Saturday
1613,56538.0,CENTRALAVM,Sunday
1614,124508.0,CENTRALAVM,Thursday
1615,106219.0,CENTRALAVM,Tuesday
1616,123090.0,CENTRALAVM,Wednesday
1617,300210.0,CENTRALPKN11023,Friday
1618,187541.0,CENTRALPKN11023,Monday
1619,279969.0,CENTRALPKN11023,Saturday
1620,214331.0,CENTRALPKN11023,Sunday
1621,305453.0,CENTRALPKN11023,Thursday
1622,269832.0,CENTRALPKN11023,Tuesday
1623,297516.0,CENTRALPKN11023,Wednesday
1624,725290.0,CHAMBERSST123,Friday
1625,276616.0,CHAMBERSST123,Monday
1626,586665.0,CHAMBERSST123,Saturday
1627,348580.0,CHAMBERSST123,Sunday
1628,718450.0,CHAMBERSST123,Thursday
1629,596189.0,CHAMBERSST123,Tuesday
1630,720309.0,CHAMBERSST123,Wednesday
1631,948664.0,CHAMBERSST23ACE,Friday
1632,211862.0,CHAMBERSST23ACE,Monday
1633,768876.0,CHAMBERSST23ACE,Saturday
1634,286725.0,CHAMBERSST23ACE,Sunday
1635,935171.0,CHAMBERSST23ACE,Thursday
1636,769004.0,CHAMBERSST23ACE,Tuesday
1637,924942.0,CHAMBERSST23ACE,Wednesday
1638,345224.0,CHAMBERSST456JZ,Friday
1639,115414.0,CHAMBERSST456JZ,Monday
1640,297001.0,CHAMBERSST456JZ,Saturday
1641,145529.0,CHAMBERSST456JZ,Sunday
1642,345647.0,CHAMBERSST456JZ,Thursday
1643,293048.0,CHAMBERSST456JZ,Tuesday
1644,344252.0,CHAMBERSST456JZ,Wednesday
1645,81679.0,CHAUNCEYSTJZ,Friday
1646,49595.0,CHAUNCEYSTJZ,Monday
1647,77897.0,CHAUNCEYSTJZ,Saturday
1648,61553.0,CHAUNCEYSTJZ,Sunday
1649,82230.0,CHAUNCEYSTJZ,Thursday
1650,74093.0,CHAUNCEYSTJZ,Tuesday
1651,81171.0,CHAUNCEYSTJZ,Wednesday
1652,442872.0,CHRISTOPHERST1,Friday
1653,225665.0,CHRISTOPHERST1,Monday
1654,420630.0,CHRISTOPHERST1,Saturday
1655,271289.0,CHRISTOPHERST1,Sunday
1656,440469.0,CHRISTOPHERST1,Thursday
1657,367624.0,CHRISTOPHERST1,Tuesday
1658,428678.0,CHRISTOPHERST1,Wednesday
1659,203377.0,CHURCHAV25,Friday
1660,91520.0,CHURCHAV25,Monday
1661,194696.0,CHURCHAV25,Saturday
1662,124177.0,CHURCHAV25,Sunday
1663,202672.0,CHURCHAV25,Thursday
1664,183789.0,CHURCHAV25,Tuesday
1665,201377.0,CHURCHAV25,Wednesday
1666,587585.0,CHURCHAVBQ,Friday
1667,297392.0,CHURCHAVBQ,Monday
1668,554159.0,CHURCHAVBQ,Saturday
1669,363003.0,CHURCHAVBQ,Sunday
1670,596263.0,CHURCHAVBQ,Thursday
1671,506403.0,CHURCHAVBQ,Tuesday
1672,584655.0,CHURCHAVBQ,Wednesday
1673,284982.0,CHURCHAVFG,Friday
1674,160772.0,CHURCHAVFG,Monday
1675,257261.0,CHURCHAVFG,Saturday
1676,181530.0,CHURCHAVFG,Sunday
1677,283240.0,CHURCHAVFG,Thursday
1678,256393.0,CHURCHAVFG,Tuesday
1679,283706.0,CHURCHAVFG,Wednesday
1680,522997.0,CITYBUS1,Friday
1681,166994.0,CITYBUS1,Monday
1682,470956.0,CITYBUS1,Saturday
1683,228956.0,CITYBUS1,Sunday
1684,528097.0,CITYBUS1,Thursday
1685,437390.0,CITYBUS1,Tuesday
1686,518407.0,CITYBUS1,Wednesday
1687,185513.0,CITYHALLR,Friday
1688,64795.0,CITYHALLR,Monday
1689,157753.0,CITYHALLR,Saturday
1690,82984.0,CITYHALLR,Sunday
1691,185084.0,CITYHALLR,Thursday
1692,152478.0,CITYHALLR,Tuesday
1693,182750.0,CITYHALLR,Wednesday
1694,167442.0,CLARKST23,Friday
1695,119877.0,CLARKST23,Monday
1696,149431.0,CLARKST23,Saturday
1697,136004.0,CLARKST23,Sunday
1698,165512.0,CLARKST23,Thursday
1699,152237.0,CLARKST23,Tuesday
1700,163620.0,CLARKST23,Wednesday
1701,159814.0,CLASSONAVG,Friday
1702,71408.0,CLASSONAVG,Monday
1703,147675.0,CLASSONAVG,Saturday
1704,87554.0,CLASSONAVG,Sunday
1705,159678.0,CLASSONAVG,Thursday
1706,137687.0,CLASSONAVG,Tuesday
1707,156814.0,CLASSONAVG,Wednesday
1708,109444.0,CLEVELANDSTJ,Friday
1709,66460.0,CLEVELANDSTJ,Monday
1710,106620.0,CLEVELANDSTJ,Saturday
1711,81858.0,CLEVELANDSTJ,Sunday
1712,117227.0,CLEVELANDSTJ,Thursday
1713,102451.0,CLEVELANDSTJ,Tuesday
1714,112820.0,CLEVELANDSTJ,Wednesday
1715,184692.0,CLINTONWASHAVC,Friday
1716,87973.0,CLINTONWASHAVC,Monday
1717,165960.0,CLINTONWASHAVC,Saturday
1718,106426.0,CLINTONWASHAVC,Sunday
1719,179490.0,CLINTONWASHAVC,Thursday
1720,152044.0,CLINTONWASHAVC,Tuesday
1721,175460.0,CLINTONWASHAVC,Wednesday
1722,94908.0,CLINTONWASHAVG,Friday
1723,38392.0,CLINTONWASHAVG,Monday
1724,86374.0,CLINTONWASHAVG,Saturday
1725,57396.0,CLINTONWASHAVG,Sunday
1726,94340.0,CLINTONWASHAVG,Thursday
1727,78816.0,CLINTONWASHAVG,Tuesday
1728,93710.0,CLINTONWASHAVG,Wednesday
1729,532797.0,CONEYISSTILLWDFNQ,Friday
1730,590835.0,CONEYISSTILLWDFNQ,Monday
1731,610110.0,CONEYISSTILLWDFNQ,Saturday
1732,645987.0,CONEYISSTILLWDFNQ,Sunday
1733,560924.0,CONEYISSTILLWDFNQ,Thursday
1734,544784.0,CONEYISSTILLWDFNQ,Tuesday
1735,551179.0,CONEYISSTILLWDFNQ,Wednesday
1736,139061.0,CORTELYOURDBQ,Friday
1737,75610.0,CORTELYOURDBQ,Monday
1738,128815.0,CORTELYOURDBQ,Saturday
1739,89256.0,CORTELYOURDBQ,Sunday
1740,139975.0,CORTELYOURDBQ,Thursday
1741,121650.0,CORTELYOURDBQ,Tuesday
1742,139367.0,CORTELYOURDBQ,Wednesday
1743,422930.0,CORTLANDTSTR,Friday
1744,289329.0,CORTLANDTSTR,Monday
1745,390281.0,CORTLANDTSTR,Saturday
1746,350592.0,CORTLANDTSTR,Sunday
1747,410353.0,CORTLANDTSTR,Thursday
1748,368700.0,CORTLANDTSTR,Tuesday
1749,415516.0,CORTLANDTSTR,Wednesday
1750,191698.0,COURTSQ23STEGM,Friday
1751,34172.0,COURTSQ23STEGM,Monday
1752,169676.0,COURTSQ23STEGM,Saturday
1753,46920.0,COURTSQ23STEGM,Sunday
1754,188568.0,COURTSQ23STEGM,Thursday
1755,156714.0,COURTSQ23STEGM,Tuesday
1756,186440.0,COURTSQ23STEGM,Wednesday
1757,180791.0,COURTSQ7,Friday
1758,101911.0,COURTSQ7,Monday
1759,157756.0,COURTSQ7,Saturday
1760,138062.0,COURTSQ7,Sunday
1761,179010.0,COURTSQ7,Thursday
1762,155312.0,COURTSQ7,Tuesday
1763,175437.0,COURTSQ7,Wednesday
1764,294531.0,COURTSQEGM,Friday
1765,53043.0,COURTSQEGM,Monday
1766,224188.0,COURTSQEGM,Saturday
1767,77272.0,COURTSQEGM,Sunday
1768,288697.0,COURTSQEGM,Thursday
1769,236832.0,COURTSQEGM,Tuesday
1770,284848.0,COURTSQEGM,Wednesday
1771,170968.0,CRESCENTSTJZ,Friday
1772,96653.0,CRESCENTSTJZ,Monday
1773,162713.0,CRESCENTSTJZ,Saturday
1774,121527.0,CRESCENTSTJZ,Sunday
1775,172029.0,CRESCENTSTJZ,Thursday
1776,155509.0,CRESCENTSTJZ,Tuesday
1777,173070.0,CRESCENTSTJZ,Wednesday
1778,768115.0,CROWNHTSUTICA34,Friday
1779,385467.0,CROWNHTSUTICA34,Monday
1780,710783.0,CROWNHTSUTICA34,Saturday
1781,492888.0,CROWNHTSUTICA34,Sunday
1782,772173.0,CROWNHTSUTICA34,Thursday
1783,691282.0,CROWNHTSUTICA34,Tuesday
1784,762550.0,CROWNHTSUTICA34,Wednesday
1785,113239.0,CYPRESSAV6,Friday
1786,50049.0,CYPRESSAV6,Monday
1787,107757.0,CYPRESSAV6,Saturday
1788,68433.0,CYPRESSAV6,Sunday
1789,111547.0,CYPRESSAV6,Thursday
1790,98951.0,CYPRESSAV6,Tuesday
1791,112831.0,CYPRESSAV6,Wednesday
1792,41211.0,CYPRESSHILLSJ,Friday
1793,19992.0,CYPRESSHILLSJ,Monday
1794,37160.0,CYPRESSHILLSJ,Saturday
1795,24667.0,CYPRESSHILLSJ,Sunday
1796,40580.0,CYPRESSHILLSJ,Thursday
1797,35707.0,CYPRESSHILLSJ,Tuesday
1798,40338.0,CYPRESSHILLSJ,Wednesday
1799,452819.0,DEKALBAVBDNQR,Friday
1800,191416.0,DEKALBAVBDNQR,Monday
1801,399014.0,DEKALBAVBDNQR,Saturday
1802,235025.0,DEKALBAVBDNQR,Sunday
1803,456701.0,DEKALBAVBDNQR,Thursday
1804,387495.0,DEKALBAVBDNQR,Tuesday
1805,448701.0,DEKALBAVBDNQR,Wednesday
1806,217869.0,DEKALBAVL,Friday
1807,130099.0,DEKALBAVL,Monday
1808,209014.0,DEKALBAVL,Saturday
1809,163117.0,DEKALBAVL,Sunday
1810,217555.0,DEKALBAVL,Thursday
1811,196122.0,DEKALBAVL,Tuesday
1812,216643.0,DEKALBAVL,Wednesday
1813,764404.0,DELANCEYESSEXFJMZ,Friday
1814,456421.0,DELANCEYESSEXFJMZ,Monday
1815,750712.0,DELANCEYESSEXFJMZ,Saturday
1816,580678.0,DELANCEYESSEXFJMZ,Sunday
1817,746278.0,DELANCEYESSEXFJMZ,Thursday
1818,631126.0,DELANCEYESSEXFJMZ,Tuesday
1819,724562.0,DELANCEYESSEXFJMZ,Wednesday
1820,105772.0,DITMASAVF,Friday
1821,54295.0,DITMASAVF,Monday
1822,92418.0,DITMASAVF,Saturday
1823,54516.0,DITMASAVF,Sunday
1824,106520.0,DITMASAVF,Thursday
1825,93795.0,DITMASAVF,Tuesday
1826,104189.0,DITMASAVF,Wednesday
1827,119895.0,DYCKMANST1,Friday
1828,79097.0,DYCKMANST1,Monday
1829,112826.0,DYCKMANST1,Saturday
1830,93356.0,DYCKMANST1,Sunday
1831,120384.0,DYCKMANST1,Thursday
1832,109658.0,DYCKMANST1,Tuesday
1833,119440.0,DYCKMANST1,Wednesday
1834,117860.0,DYCKMANSTA,Friday
1835,55187.0,DYCKMANSTA,Monday
1836,111963.0,DYCKMANSTA,Saturday
1837,68971.0,DYCKMANSTA,Sunday
1838,116680.0,DYCKMANSTA,Thursday
1839,102657.0,DYCKMANSTA,Tuesday
1840,115437.0,DYCKMANSTA,Wednesday
1841,35759.0,E143STMARYS6,Friday
1842,15493.0,E143STMARYS6,Monday
1843,32475.0,E143STMARYS6,Saturday
1844,18648.0,E143STMARYS6,Sunday
1845,35782.0,E143STMARYS6,Thursday
1846,30948.0,E143STMARYS6,Tuesday
1847,35808.0,E143STMARYS6,Wednesday
1848,148277.0,E149ST6,Friday
1849,79843.0,E149ST6,Monday
1850,143971.0,E149ST6,Saturday
1851,97590.0,E149ST6,Sunday
1852,152979.0,E149ST6,Thursday
1853,133048.0,E149ST6,Tuesday
1854,150426.0,E149ST6,Wednesday
1855,234867.0,E180ST25,Friday
1856,149996.0,E180ST25,Monday
1857,217416.0,E180ST25,Saturday
1858,192970.0,E180ST25,Sunday
1859,246701.0,E180ST25,Thursday
1860,211193.0,E180ST25,Tuesday
1861,234012.0,E180ST25,Wednesday
1862,131810.0,EAST105STL,Friday
1863,45358.0,EAST105STL,Monday
1864,122431.0,EAST105STL,Saturday
1865,57434.0,EAST105STL,Sunday
1866,131938.0,EAST105STL,Thursday
1867,116220.0,EAST105STL,Tuesday
1868,133313.0,EAST105STL,Wednesday
1869,299153.0,EASTBROADWAYF,Friday
1870,202383.0,EASTBROADWAYF,Monday
1871,282901.0,EASTBROADWAYF,Saturday
1872,229518.0,EASTBROADWAYF,Sunday
1873,300114.0,EASTBROADWAYF,Thursday
1874,322697.0,EASTBROADWAYF,Tuesday
1875,309762.0,EASTBROADWAYF,Wednesday
1876,153537.0,EASTCHSTERDYRE5,Friday
1877,32669.0,EASTCHSTERDYRE5,Monday
1878,175661.0,EASTCHSTERDYRE5,Saturday
1879,43903.0,EASTCHSTERDYRE5,Sunday
1880,152319.0,EASTCHSTERDYRE5,Thursday
1881,136742.0,EASTCHSTERDYRE5,Tuesday
1882,152359.0,EASTCHSTERDYRE5,Wednesday
1883,153798.0,EASTNPKWYMUSM23,Friday
1884,90992.0,EASTNPKWYMUSM23,Monday
1885,128785.0,EASTNPKWYMUSM23,Saturday
1886,118634.0,EASTNPKWYMUSM23,Sunday
1887,149714.0,EASTNPKWYMUSM23,Thursday
1888,120213.0,EASTNPKWYMUSM23,Tuesday
1889,146453.0,EASTNPKWYMUSM23,Wednesday
1890,118393.0,ELDERAV6,Friday
1891,65807.0,ELDERAV6,Monday
1892,110944.0,ELDERAV6,Saturday
1893,82516.0,ELDERAV6,Sunday
1894,120010.0,ELDERAV6,Thursday
1895,107984.0,ELDERAV6,Tuesday
1896,118783.0,ELDERAV6,Wednesday
1897,279287.0,ELMHURSTAVMR,Friday
1898,153203.0,ELMHURSTAVMR,Monday
1899,261648.0,ELMHURSTAVMR,Saturday
1900,180611.0,ELMHURSTAVMR,Sunday
1901,279746.0,ELMHURSTAVMR,Thursday
1902,253422.0,ELMHURSTAVMR,Tuesday
1903,277073.0,ELMHURSTAVMR,Wednesday
1904,160466.0,EUCLIDAVAC,Friday
1905,77016.0,EUCLIDAVAC,Monday
1906,145105.0,EUCLIDAVAC,Saturday
1907,96737.0,EUCLIDAVAC,Sunday
1908,154109.0,EUCLIDAVAC,Thursday
1909,129440.0,EUCLIDAVAC,Tuesday
1910,149981.0,EUCLIDAVAC,Wednesday
1911,593844.0,EXCHANGEPLACE1,Friday
1912,131064.0,EXCHANGEPLACE1,Monday
1913,491245.0,EXCHANGEPLACE1,Saturday
1914,166352.0,EXCHANGEPLACE1,Sunday
1915,598549.0,EXCHANGEPLACE1,Thursday
1916,497921.0,EXCHANGEPLACE1,Tuesday
1917,594069.0,EXCHANGEPLACE1,Wednesday
1918,174460.0,FARROCKAWAYA,Friday
1919,93244.0,FARROCKAWAYA,Monday
1920,163210.0,FARROCKAWAYA,Saturday
1921,114130.0,FARROCKAWAYA,Sunday
1922,174456.0,FARROCKAWAYA,Thursday
1923,158069.0,FARROCKAWAYA,Tuesday
1924,172333.0,FARROCKAWAYA,Wednesday
1925,514739.0,FLATBUSHAVBC25,Friday
1926,193336.0,FLATBUSHAVBC25,Monday
1927,448423.0,FLATBUSHAVBC25,Saturday
1928,254461.0,FLATBUSHAVBC25,Sunday
1929,513141.0,FLATBUSHAVBC25,Thursday
1930,447780.0,FLATBUSHAVBC25,Tuesday
1931,510715.0,FLATBUSHAVBC25,Wednesday
1932,95628.0,FLUSHINGAVG,Friday
1933,40384.0,FLUSHINGAVG,Monday
1934,84414.0,FLUSHINGAVG,Saturday
1935,44981.0,FLUSHINGAVG,Sunday
1936,94357.0,FLUSHINGAVG,Thursday
1937,81802.0,FLUSHINGAVG,Tuesday
1938,92904.0,FLUSHINGAVG,Wednesday
1939,207606.0,FLUSHINGAVJM,Friday
1940,99625.0,FLUSHINGAVJM,Monday
1941,196405.0,FLUSHINGAVJM,Saturday
1942,128721.0,FLUSHINGAVJM,Sunday
1943,208914.0,FLUSHINGAVJM,Thursday
1944,187476.0,FLUSHINGAVJM,Tuesday
1945,209828.0,FLUSHINGAVJM,Wednesday
1946,1867666.0,FLUSHINGMAIN7,Friday
1947,1050771.0,FLUSHINGMAIN7,Monday
1948,1739897.0,FLUSHINGMAIN7,Saturday
1949,1296524.0,FLUSHINGMAIN7,Sunday
1950,1882365.0,FLUSHINGMAIN7,Thursday
1951,1701808.0,FLUSHINGMAIN7,Tuesday
1952,1885843.0,FLUSHINGMAIN7,Wednesday
1953,238787.0,FORDHAMRD4,Friday
1954,139688.0,FORDHAMRD4,Monday
1955,221332.0,FORDHAMRD4,Saturday
1956,181623.0,FORDHAMRD4,Sunday
1957,243714.0,FORDHAMRD4,Thursday
1958,220840.0,FORDHAMRD4,Tuesday
1959,237646.0,FORDHAMRD4,Wednesday
1960,283723.0,FORDHAMRDBD,Friday
1961,167812.0,FORDHAMRDBD,Monday
1962,302073.0,FORDHAMRDBD,Saturday
1963,215502.0,FORDHAMRDBD,Sunday
1964,305125.0,FORDHAMRDBD,Thursday
1965,269925.0,FORDHAMRDBD,Tuesday
1966,297816.0,FORDHAMRDBD,Wednesday
1967,130466.0,FORESTAVEM,Friday
1968,47093.0,FORESTAVEM,Monday
1969,118812.0,FORESTAVEM,Saturday
1970,63059.0,FORESTAVEM,Sunday
1971,132492.0,FORESTAVEM,Thursday
1972,111579.0,FORESTAVEM,Tuesday
1973,130407.0,FORESTAVEM,Wednesday
1974,725294.0,FORESTHILLS71EFMR,Friday
1975,285563.0,FORESTHILLS71EFMR,Monday
1976,649646.0,FORESTHILLS71EFMR,Saturday
1977,373956.0,FORESTHILLS71EFMR,Sunday
1978,720954.0,FORESTHILLS71EFMR,Thursday
1979,606448.0,FORESTHILLS71EFMR,Tuesday
1980,710162.0,FORESTHILLS71EFMR,Wednesday
1981,300609.0,FRANKLINAV2345S,Friday
1982,139290.0,FRANKLINAV2345S,Monday
1983,271533.0,FRANKLINAV2345S,Saturday
