,TRANSITING,UN_STATION,DAY_OF_WEEK
738,449525.0,50ST1,Sunday
739,906554.0,50ST1,Thursday
740,737823.0,50ST1,Tuesday
741,888169.0,50ST1,Wednesday
742,477814.0,50STCE,Friday
743,266810.0,50STCE,Monday
744,453187.0,50STCE,Saturday
745,320068.0,50STCE,Sunday
746,473422.0,50STCE,Thursday
747,396607.0,50STCE,Tuesday
748,453322.0,50STCE,Wednesday
749,110291.0,50STD,Friday
750,48332.0,50STD,Monday
751,91918.0,50STD,Saturday
752,43511.0,50STD,Sunday
753,109006.0,50STD,Thursday
754,97245.0,50STD,Tuesday
755,110348.0,50STD,Wednesday
756,752051.0,51ST6,Friday
757,250521.0,51ST6,Monday
758,657296.0,51ST6,Saturday
759,313762.0,51ST6,Sunday
760,751547.0,51ST6,Thursday
761,611514.0,51ST6,Tuesday
762,729870.0,51ST6,Wednesday
763,225760.0,52ST7,Friday
764,122716.0,52ST7,Monday
765,209788.0,52ST7,Saturday
766,147328.0,52ST7,Sunday
767,227956.0,52ST7,Thursday
768,199963.0,52ST7,Tuesday
769,224629.0,52ST7,Wednesday
770,173426.0,53STR,Friday
771,97819.0,53STR,Monday
772,162457.0,53STR,Saturday
773,117252.0,53STR,Sunday
774,173799.0,53STR,Thursday
775,160486.0,53STR,Tuesday
776,175796.0,53STR,Wednesday
777,57471.0,55STD,Friday
778,26676.0,55STD,Monday
779,47680.0,55STD,Saturday
780,19040.0,55STD,Sunday
781,56749.0,55STD,Thursday
782,49526.0,55STD,Tuesday
783,57862.0,55STD,Wednesday
784,488846.0,57ST7AVNQR,Friday
785,256479.0,57ST7AVNQR,Monday
786,414253.0,57ST7AVNQR,Saturday
787,310468.0,57ST7AVNQR,Sunday
788,488481.0,57ST7AVNQR,Thursday
789,411455.0,57ST7AVNQR,Tuesday
790,475122.0,57ST7AVNQR,Wednesday
791,440787.0,57STF,Friday
792,217848.0,57STF,Monday
793,397691.0,57STF,Saturday
794,261146.0,57STF,Sunday
795,461235.0,57STF,Thursday
796,375337.0,57STF,Tuesday
797,435264.0,57STF,Wednesday
798,2079762.0,59ST456NQR,Friday
799,889233.0,59ST456NQR,Monday
800,1968844.0,59ST456NQR,Saturday
801,1128118.0,59ST456NQR,Sunday
802,2163375.0,59ST456NQR,Thursday
803,1783438.0,59ST456NQR,Tuesday
804,2105352.0,59ST456NQR,Wednesday
805,2171109.0,59STCOLUMBUS1ABCD,Friday
806,1068020.0,59STCOLUMBUS1ABCD,Monday
807,1853976.0,59STCOLUMBUS1ABCD,Saturday
808,1276607.0,59STCOLUMBUS1ABCD,Sunday
809,2202753.0,59STCOLUMBUS1ABCD,Thursday
810,1831327.0,59STCOLUMBUS1ABCD,Tuesday
811,2132843.0,59STCOLUMBUS1ABCD,Wednesday
812,315739.0,59STNR,Friday
813,172594.0,59STNR,Monday
814,294208.0,59STNR,Saturday
815,230313.0,59STNR,Sunday
816,318922.0,59STNR,Thursday
817,291793.0,59STNR,Tuesday
818,318633.0,59STNR,Wednesday
819,999852.0,5AV53STEM,Friday
820,91386.0,5AV53STEM,Monday
821,833147.0,5AV53STEM,Saturday
822,116129.0,5AV53STEM,Sunday
823,938947.0,5AV53STEM,Thursday
824,759823.0,5AV53STEM,Tuesday
825,925200.0,5AV53STEM,Wednesday
826,571429.0,5AV59STNQR,Friday
827,312620.0,5AV59STNQR,Monday
828,516288.0,5AV59STNQR,Saturday
829,377582.0,5AV59STNQR,Sunday
830,583358.0,5AV59STNQR,Thursday
831,498318.0,5AV59STNQR,Tuesday
832,568593.0,5AV59STNQR,Wednesday
833,355827.0,5AVE7BDFM,Friday
834,110385.0,5AVE7BDFM,Monday
835,307846.0,5AVE7BDFM,Saturday
836,140753.0,5AVE7BDFM,Sunday
837,356423.0,5AVE7BDFM,Thursday
838,300723.0,5AVE7BDFM,Tuesday
839,349350.0,5AVE7BDFM,Wednesday
840,606016.0,61STWOODSIDE7,Friday
841,345437.0,61STWOODSIDE7,Monday
842,572636.0,61STWOODSIDE7,Saturday
843,424540.0,61STWOODSIDE7,Sunday
844,609828.0,61STWOODSIDE7,Thursday
845,548167.0,61STWOODSIDE7,Tuesday
846,608766.0,61STWOODSIDE7,Wednesday
847,403124.0,63DRREGOPARKMR,Friday
848,198358.0,63DRREGOPARKMR,Monday
849,367411.0,63DRREGOPARKMR,Saturday
850,243735.0,63DRREGOPARKMR,Sunday
851,399231.0,63DRREGOPARKMR,Thursday
852,355827.0,63DRREGOPARKMR,Tuesday
853,397418.0,63DRREGOPARKMR,Wednesday
854,107765.0,65STMR,Friday
855,55420.0,65STMR,Monday
856,101288.0,65STMR,Saturday
857,68046.0,65STMR,Sunday
858,105771.0,65STMR,Thursday
859,97253.0,65STMR,Tuesday
860,106883.0,65STMR,Wednesday
861,706210.0,66STLINCOLN1,Friday
862,320464.0,66STLINCOLN1,Monday
863,623946.0,66STLINCOLN1,Saturday
864,412976.0,66STLINCOLN1,Sunday
865,704828.0,66STLINCOLN1,Thursday
866,581362.0,66STLINCOLN1,Tuesday
867,682214.0,66STLINCOLN1,Wednesday
868,234909.0,67AVMR,Friday
869,84433.0,67AVMR,Monday
870,205156.0,67AVMR,Saturday
871,103397.0,67AVMR,Sunday
872,234363.0,67AVMR,Thursday
873,199425.0,67AVMR,Tuesday
874,233481.0,67AVMR,Wednesday
875,886648.0,68STHUNTERCO6,Friday
876,241319.0,68STHUNTERCO6,Monday
877,700532.0,68STHUNTERCO6,Saturday
878,314315.0,68STHUNTERCO6,Sunday
879,873071.0,68STHUNTERCO6,Thursday
880,718209.0,68STHUNTERCO6,Tuesday
881,871279.0,68STHUNTERCO6,Wednesday
882,114205.0,69ST7,Friday
883,83128.0,69ST7,Monday
884,112153.0,69ST7,Saturday
885,94871.0,69ST7,Sunday
886,115645.0,69ST7,Thursday
887,105461.0,69ST7,Tuesday
888,113879.0,69ST7,Wednesday
889,96186.0,6AV123FLM,Friday
890,58000.0,6AV123FLM,Monday
891,89204.0,6AV123FLM,Saturday
892,68954.0,6AV123FLM,Sunday
893,95695.0,6AV123FLM,Thursday
894,82279.0,6AV123FLM,Tuesday
895,92478.0,6AV123FLM,Wednesday
896,149623.0,71STD,Friday
897,74622.0,71STD,Monday
898,137255.0,71STD,Saturday
899,88397.0,71STD,Sunday
900,150632.0,71STD,Thursday
901,135941.0,71STD,Tuesday
902,150830.0,71STD,Wednesday
903,1209558.0,72ST123,Friday
904,751771.0,72ST123,Monday
905,1107124.0,72ST123,Saturday
906,845936.0,72ST123,Sunday
907,1221636.0,72ST123,Thursday
908,1059210.0,72ST123,Tuesday
909,1201853.0,72ST123,Wednesday
910,313522.0,72STBC,Friday
911,138608.0,72STBC,Monday
912,283076.0,72STBC,Saturday
913,152604.0,72STBC,Sunday
914,319115.0,72STBC,Thursday
915,260930.0,72STBC,Tuesday
916,300089.0,72STBC,Wednesday
917,135162.0,74STBROADWAY7EFMR,Friday
918,114525.0,74STBROADWAY7EFMR,Monday
919,133681.0,74STBROADWAY7EFMR,Saturday
920,132250.0,74STBROADWAY7EFMR,Sunday
921,137717.0,74STBROADWAY7EFMR,Thursday
922,132498.0,74STBROADWAY7EFMR,Tuesday
923,138957.0,74STBROADWAY7EFMR,Wednesday
924,69945.0,75AVEF,Friday
925,26320.0,75AVEF,Monday
926,62073.0,75AVEF,Saturday
927,32905.0,75AVEF,Sunday
928,70057.0,75AVEF,Thursday
929,59646.0,75AVEF,Tuesday
930,69396.0,75AVEF,Wednesday
931,117498.0,75STELDERTSJZ,Friday
932,59189.0,75STELDERTSJZ,Monday
933,105311.0,75STELDERTSJZ,Saturday
934,73189.0,75STELDERTSJZ,Sunday
935,120087.0,75STELDERTSJZ,Thursday
936,105645.0,75STELDERTSJZ,Tuesday
937,119661.0,75STELDERTSJZ,Wednesday
938,1156930.0,77ST6,Friday
939,445545.0,77ST6,Monday
940,1024148.0,77ST6,Saturday
941,568218.0,77ST6,Sunday
942,1152668.0,77ST6,Thursday
943,967923.0,77ST6,Tuesday
944,1152154.0,77ST6,Wednesday
945,133733.0,77STR,Friday
946,54408.0,77STR,Monday
947,116382.0,77STR,Saturday
948,70148.0,77STR,Sunday
949,133918.0,77STR,Thursday
950,113208.0,77STR,Tuesday
951,132747.0,77STR,Wednesday
952,366056.0,79ST1,Friday
953,223016.0,79ST1,Monday
954,334980.0,79ST1,Saturday
955,257678.0,79ST1,Sunday
956,361744.0,79ST1,Thursday
957,308318.0,79ST1,Tuesday
958,353573.0,79ST1,Wednesday
959,151275.0,79STD,Friday
960,68900.0,79STD,Monday
961,137918.0,79STD,Saturday
962,81709.0,79STD,Sunday
963,151285.0,79STD,Thursday
964,135407.0,79STD,Tuesday
965,152964.0,79STD,Wednesday
966,666387.0,7AVBDE,Friday
967,184197.0,7AVBDE,Monday
968,591068.0,7AVBDE,Saturday
969,225705.0,7AVBDE,Sunday
970,656247.0,7AVBDE,Thursday
971,531022.0,7AVBDE,Tuesday
972,635389.0,7AVBDE,Wednesday
973,314005.0,7AVBQ,Friday
974,129610.0,7AVBQ,Monday
975,280148.0,7AVBQ,Saturday
976,160740.0,7AVBQ,Sunday
977,313298.0,7AVBQ,Thursday
978,258496.0,7AVBQ,Tuesday
979,317169.0,7AVBQ,Wednesday
980,157776.0,7AVFG,Friday
981,74528.0,7AVFG,Monday
982,136468.0,7AVFG,Saturday
983,95784.0,7AVFG,Sunday
984,163686.0,7AVFG,Thursday
985,131144.0,7AVFG,Tuesday
986,165317.0,7AVFG,Wednesday
987,113761.0,80STA,Friday
988,51152.0,80STA,Monday
989,101690.0,80STA,Saturday
990,63980.0,80STA,Sunday
991,113799.0,80STA,Thursday
992,99212.0,80STA,Tuesday
993,113121.0,80STA,Wednesday
994,465033.0,81STMUSEUMBC,Friday
995,243282.0,81STMUSEUMBC,Monday
996,434889.0,81STMUSEUMBC,Saturday
997,265727.0,81STMUSEUMBC,Sunday
998,464563.0,81STMUSEUMBC,Thursday
999,397859.0,81STMUSEUMBC,Tuesday
1000,450885.0,81STMUSEUMBC,Wednesday
1001,427348.0,82STJACKSONH7,Friday
1002,258965.0,82STJACKSONH7,Monday
1003,408660.0,82STJACKSONH7,Saturday
1004,331945.0,82STJACKSONH7,Sunday
1005,428487.0,82STJACKSONH7,Thursday
1006,389717.0,82STJACKSONH7,Tuesday
1007,433183.0,82STJACKSONH7,Wednesday
1008,82034.0,85STFORESTPKJ,Friday
1009,40658.0,85STFORESTPKJ,Monday
1010,76614.0,85STFORESTPKJ,Saturday
1011,53067.0,85STFORESTPKJ,Sunday
1012,83235.0,85STFORESTPKJ,Thursday
1013,73357.0,85STFORESTPKJ,Tuesday
1014,82785.0,85STFORESTPKJ,Wednesday
1015,618108.0,86ST1,Friday
1016,364429.0,86ST1,Monday
1017,670395.0,86ST1,Saturday
1018,411614.0,86ST1,Sunday
1019,585599.0,86ST1,Thursday
1020,544288.0,86ST1,Tuesday
1021,584142.0,86ST1,Wednesday
1022,2016331.0,86ST456,Friday
1023,953960.0,86ST456,Monday
1024,1836933.0,86ST456,Saturday
1025,1206198.0,86ST456,Sunday
1026,2039591.0,86ST456,Thursday
1027,1732572.0,86ST456,Tuesday
1028,2014336.0,86ST456,Wednesday
1029,286385.0,86STBC,Friday
1030,96716.0,86STBC,Monday
1031,250107.0,86STBC,Saturday
1032,110863.0,86STBC,Sunday
1033,292818.0,86STBC,Thursday
1034,236692.0,86STBC,Tuesday
1035,281211.0,86STBC,Wednesday
1036,40351.0,86STN,Friday
1037,25180.0,86STN,Monday
1038,37512.0,86STN,Saturday
1039,29569.0,86STN,Sunday
1040,40309.0,86STN,Thursday
1041,36738.0,86STN,Tuesday
1042,40099.0,86STN,Wednesday
1043,316854.0,86STR,Friday
1044,154377.0,86STR,Monday
1045,290034.0,86STR,Saturday
1046,198298.0,86STR,Sunday
1047,316291.0,86STR,Thursday
1048,275415.0,86STR,Tuesday
1049,315379.0,86STR,Wednesday
1050,71818.0,88STA,Friday
1051,25903.0,88STA,Monday
1052,64004.0,88STA,Saturday
1053,34283.0,88STA,Sunday
1054,72275.0,88STA,Thursday
1055,61661.0,88STA,Tuesday
1056,71407.0,88STA,Wednesday
1057,708090.0,8AVACEL,Friday
1058,486256.0,8AVACEL,Monday
1059,682582.0,8AVACEL,Saturday
1060,578132.0,8AVACEL,Sunday
1061,690391.0,8AVACEL,Thursday
1062,587262.0,8AVACEL,Tuesday
1063,657577.0,8AVACEL,Wednesday
1064,362639.0,8AVN,Friday
1065,250432.0,8AVN,Monday
1066,406352.0,8AVN,Saturday
1067,267220.0,8AVN,Sunday
1068,362426.0,8AVN,Thursday
1069,381739.0,8AVN,Tuesday
1070,417152.0,8AVN,Wednesday
1071,541429.0,8STNYUNR,Friday
1072,327856.0,8STNYUNR,Monday
1073,491704.0,8STNYUNR,Saturday
1074,404276.0,8STNYUNR,Sunday
1075,529970.0,8STNYUNR,Thursday
1076,443080.0,8STNYUNR,Tuesday
1077,513687.0,8STNYUNR,Wednesday
1078,280762.0,90STELMHURST7,Friday
1079,178835.0,90STELMHURST7,Monday
1080,265376.0,90STELMHURST7,Saturday
1081,216579.0,90STELMHURST7,Sunday
1082,282421.0,90STELMHURST7,Thursday
1083,259195.0,90STELMHURST7,Tuesday
1084,281323.0,90STELMHURST7,Wednesday
1085,1276457.0,96ST123,Friday
1086,785245.0,96ST123,Monday
1087,1151915.0,96ST123,Saturday
1088,891925.0,96ST123,Sunday
1089,1285525.0,96ST123,Thursday
1090,1103997.0,96ST123,Tuesday
1091,1260129.0,96ST123,Wednesday
1092,455416.0,96ST6,Friday
1093,166104.0,96ST6,Monday
1094,406815.0,96ST6,Saturday
1095,208843.0,96ST6,Sunday
1096,451701.0,96ST6,Thursday
1097,384161.0,96ST6,Tuesday
1098,462716.0,96ST6,Wednesday
1099,254150.0,96STBC,Friday
1100,84234.0,96STBC,Monday
1101,226537.0,96STBC,Saturday
1102,94459.0,96STBC,Sunday
1103,259339.0,96STBC,Thursday
1104,215207.0,96STBC,Tuesday
1105,252538.0,96STBC,Wednesday
1106,152713.0,9AVD,Friday
1107,79851.0,9AVD,Monday
1108,141004.0,9AVD,Saturday
1109,91167.0,9AVD,Sunday
1110,155649.0,9AVD,Thursday
1111,141739.0,9AVD,Tuesday
1112,155154.0,9AVD,Wednesday
1113,126134.0,9THSTREET1,Friday
1114,53477.0,9THSTREET1,Monday
1115,113479.0,9THSTREET1,Saturday
1116,62511.0,9THSTREET1,Sunday
1117,124548.0,9THSTREET1,Thursday
1118,102409.0,9THSTREET1,Tuesday
1119,121896.0,9THSTREET1,Wednesday
1120,86646.0,ALABAMAAVJ,Friday
1121,50336.0,ALABAMAAVJ,Monday
1122,81627.0,ALABAMAAVJ,Saturday
1123,62964.0,ALABAMAAVJ,Sunday
1124,87215.0,ALABAMAAVJ,Thursday
1125,78576.0,ALABAMAAVJ,Tuesday
1126,86062.0,ALABAMAAVJ,Wednesday
1127,121200.0,ALLERTONAV25,Friday
1128,57080.0,ALLERTONAV25,Monday
1129,115722.0,ALLERTONAV25,Saturday
1130,73833.0,ALLERTONAV25,Sunday
1131,120370.0,ALLERTONAV25,Thursday
1132,112199.0,ALLERTONAV25,Tuesday
1133,123740.0,ALLERTONAV25,Wednesday
1134,56717.0,AQUEDUCTNCONDA,Friday
1135,36207.0,AQUEDUCTNCONDA,Monday
1136,54710.0,AQUEDUCTNCONDA,Saturday
1137,44991.0,AQUEDUCTNCONDA,Sunday
1138,54633.0,AQUEDUCTNCONDA,Thursday
1139,49766.0,AQUEDUCTNCONDA,Tuesday
1140,51523.0,AQUEDUCTNCONDA,Wednesday
1141,37157.0,AQUEDUCTRACETRA,Friday
1142,40495.0,AQUEDUCTRACETRA,Monday
1143,37704.0,AQUEDUCTRACETRA,Saturday
1144,45259.0,AQUEDUCTRACETRA,Sunday
1145,34520.0,AQUEDUCTRACETRA,Thursday
1146,34576.0,AQUEDUCTRACETRA,Tuesday
1147,29139.0,AQUEDUCTRACETRA,Wednesday
1148,367078.0,ASTORIABLVDNQ,Friday
1149,189658.0,ASTORIABLVDNQ,Monday
1150,339870.0,ASTORIABLVDNQ,Saturday
1151,233203.0,ASTORIABLVDNQ,Sunday
1152,367996.0,ASTORIABLVDNQ,Thursday
1153,315991.0,ASTORIABLVDNQ,Tuesday
1154,361448.0,ASTORIABLVDNQ,Wednesday
1155,552439.0,ASTORIADITMARSNQ,Friday
1156,271781.0,ASTORIADITMARSNQ,Monday
1157,508554.0,ASTORIADITMARSNQ,Saturday
1158,335720.0,ASTORIADITMARSNQ,Sunday
1159,553038.0,ASTORIADITMARSNQ,Thursday
1160,476992.0,ASTORIADITMARSNQ,Tuesday
1161,547645.0,ASTORIADITMARSNQ,Wednesday
1162,572773.0,ASTORPL6,Friday
1163,250482.0,ASTORPL6,Monday
1164,528009.0,ASTORPL6,Saturday
1165,326649.0,ASTORPL6,Sunday
1166,566204.0,ASTORPL6,Thursday
1167,461917.0,ASTORPL6,Tuesday
1168,546684.0,ASTORPL6,Wednesday
1169,38177.0,ATLANTICAVL,Friday
1170,15313.0,ATLANTICAVL,Monday
1171,36593.0,ATLANTICAVL,Saturday
1172,18726.0,ATLANTICAVL,Sunday
1173,38622.0,ATLANTICAVL,Thursday
1174,33825.0,ATLANTICAVL,Tuesday
1175,38457.0,ATLANTICAVL,Wednesday
1176,1353294.0,ATLAVBARCLAY2345BDNQR,Friday
1177,733472.0,ATLAVBARCLAY2345BDNQR,Monday
1178,1274293.0,ATLAVBARCLAY2345BDNQR,Saturday
1179,936276.0,ATLAVBARCLAY2345BDNQR,Sunday
1180,1345664.0,ATLAVBARCLAY2345BDNQR,Thursday
1181,1204110.0,ATLAVBARCLAY2345BDNQR,Tuesday
1182,1334194.0,ATLAVBARCLAY2345BDNQR,Wednesday
1183,94563.0,AVENUEHBQ,Friday
1184,41503.0,AVENUEHBQ,Monday
1185,75480.0,AVENUEHBQ,Saturday
1186,48371.0,AVENUEHBQ,Sunday
1187,94518.0,AVENUEHBQ,Thursday
1188,80590.0,AVENUEHBQ,Tuesday
1189,94377.0,AVENUEHBQ,Wednesday
1190,15328.0,AVENUEIF,Friday
1191,7833.0,AVENUEIF,Monday
1192,12693.0,AVENUEIF,Saturday
1193,6997.0,AVENUEIF,Sunday
1194,14842.0,AVENUEIF,Thursday
1195,14610.0,AVENUEIF,Tuesday
1196,15018.0,AVENUEIF,Wednesday
1197,122498.0,AVENUEJBQ,Friday
1198,60809.0,AVENUEJBQ,Monday
1199,104449.0,AVENUEJBQ,Saturday
1200,60498.0,AVENUEJBQ,Sunday
1201,122005.0,AVENUEJBQ,Thursday
1202,106955.0,AVENUEJBQ,Tuesday
1203,124432.0,AVENUEJBQ,Wednesday
1204,125099.0,AVENUEMBQ,Friday
1205,53823.0,AVENUEMBQ,Monday
1206,109837.0,AVENUEMBQ,Saturday
1207,50824.0,AVENUEMBQ,Sunday
1208,125026.0,AVENUEMBQ,Thursday
1209,107168.0,AVENUEMBQ,Tuesday
1210,127754.0,AVENUEMBQ,Wednesday
1211,77147.0,AVENUENF,Friday
1212,33302.0,AVENUENF,Monday
1213,67393.0,AVENUENF,Saturday
1214,35234.0,AVENUENF,Sunday
1215,79778.0,AVENUENF,Thursday
1216,68354.0,AVENUENF,Tuesday
1217,78292.0,AVENUENF,Wednesday
1218,51388.0,AVENUEPF,Friday
1219,24491.0,AVENUEPF,Monday
1220,45544.0,AVENUEPF,Saturday
1221,28104.0,AVENUEPF,Sunday
1222,52654.0,AVENUEPF,Thursday
1223,46510.0,AVENUEPF,Tuesday
1224,52717.0,AVENUEPF,Wednesday
1225,160800.0,AVENUEUBQ,Friday
1226,128672.0,AVENUEUBQ,Monday
1227,147094.0,AVENUEUBQ,Saturday
1228,106174.0,AVENUEUBQ,Sunday
1229,172652.0,AVENUEUBQ,Thursday
1230,148467.0,AVENUEUBQ,Tuesday
1231,171995.0,AVENUEUBQ,Wednesday
1232,49891.0,AVENUEUF,Friday
1233,22495.0,AVENUEUF,Monday
1234,45326.0,AVENUEUF,Saturday
1235,27648.0,AVENUEUF,Sunday
1236,50219.0,AVENUEUF,Thursday
1237,44452.0,AVENUEUF,Tuesday
1238,50002.0,AVENUEUF,Wednesday
1239,67671.0,AVENUEUN,Friday
1240,42427.0,AVENUEUN,Monday
1241,62378.0,AVENUEUN,Saturday
1242,50516.0,AVENUEUN,Sunday
1243,67921.0,AVENUEUN,Thursday
1244,61163.0,AVENUEUN,Tuesday
1245,67747.0,AVENUEUN,Wednesday
1246,69281.0,AVENUEXF,Friday
1247,28395.0,AVENUEXF,Monday
1248,61009.0,AVENUEXF,Saturday
1249,36320.0,AVENUEXF,Sunday
1250,68114.0,AVENUEXF,Thursday
1251,59060.0,AVENUEXF,Tuesday
1252,68604.0,AVENUEXF,Wednesday
1253,65781.0,BAY50STD,Friday
1254,30156.0,BAY50STD,Monday
1255,58104.0,BAY50STD,Saturday
1256,36897.0,BAY50STD,Sunday
1257,65370.0,BAY50STD,Thursday
1258,56748.0,BAY50STD,Tuesday
1259,65004.0,BAY50STD,Wednesday
1260,75395.0,BAYCHESTERAV5,Friday
1261,15919.0,BAYCHESTERAV5,Monday
1262,68258.0,BAYCHESTERAV5,Saturday
1263,20498.0,BAYCHESTERAV5,Sunday
1264,75010.0,BAYCHESTERAV5,Thursday
1265,63315.0,BAYCHESTERAV5,Tuesday
1266,74472.0,BAYCHESTERAV5,Wednesday
1267,258738.0,BAYPKWYD,Friday
1268,138622.0,BAYPKWYD,Monday
1269,238500.0,BAYPKWYD,Saturday
1270,159660.0,BAYPKWYD,Sunday
1271,258090.0,BAYPKWYD,Thursday
1272,237078.0,BAYPKWYD,Tuesday
1273,258010.0,BAYPKWYD,Wednesday
1274,27341.0,BAYPKWYF,Friday
1275,15161.0,BAYPKWYF,Monday
1276,24642.0,BAYPKWYF,Saturday
1277,17235.0,BAYPKWYF,Sunday
1278,27421.0,BAYPKWYF,Thursday
1279,24355.0,BAYPKWYF,Tuesday
1280,27133.0,BAYPKWYF,Wednesday
1281,315932.0,BAYPKWYN,Friday
1282,171755.0,BAYPKWYN,Monday
1283,290929.0,BAYPKWYN,Saturday
1284,203315.0,BAYPKWYN,Sunday
1285,318769.0,BAYPKWYN,Thursday
1286,285037.0,BAYPKWYN,Tuesday
1287,317085.0,BAYPKWYN,Wednesday
1288,169855.0,BAYRIDGE95STR,Friday
1289,70023.0,BAYRIDGE95STR,Monday
1290,148941.0,BAYRIDGE95STR,Saturday
1291,88426.0,BAYRIDGE95STR,Sunday
1292,171176.0,BAYRIDGE95STR,Thursday
1293,146720.0,BAYRIDGE95STR,Tuesday
1294,170555.0,BAYRIDGE95STR,Wednesday
1295,193523.0,BAYRIDGEAVR,Friday
1296,95004.0,BAYRIDGEAVR,Monday
1297,176909.0,BAYRIDGEAVR,Saturday
1298,118793.0,BAYRIDGEAVR,Sunday
1299,194358.0,BAYRIDGEAVR,Thursday
1300,169863.0,BAYRIDGEAVR,Tuesday
1301,193069.0,BAYRIDGEAVR,Wednesday
1302,11277.0,BEACH105STAS,Friday
1303,14711.0,BEACH105STAS,Monday
1304,11788.0,BEACH105STAS,Saturday
1305,16988.0,BEACH105STAS,Sunday
1306,12300.0,BEACH105STAS,Thursday
1307,11599.0,BEACH105STAS,Tuesday
1308,11457.0,BEACH105STAS,Wednesday
1309,67672.0,BEACH25STA,Friday
1310,33751.0,BEACH25STA,Monday
1311,61720.0,BEACH25STA,Saturday
1312,41360.0,BEACH25STA,Sunday
1313,68776.0,BEACH25STA,Thursday
1314,60838.0,BEACH25STA,Tuesday
1315,68403.0,BEACH25STA,Wednesday
1316,34688.0,BEACH36STA,Friday
1317,21122.0,BEACH36STA,Monday
1318,31912.0,BEACH36STA,Saturday
1319,23468.0,BEACH36STA,Sunday
1320,34414.0,BEACH36STA,Thursday
1321,30256.0,BEACH36STA,Tuesday
1322,34370.0,BEACH36STA,Wednesday
1323,25263.0,BEACH44STA,Friday
1324,14516.0,BEACH44STA,Monday
1325,23844.0,BEACH44STA,Saturday
1326,17607.0,BEACH44STA,Sunday
1327,25952.0,BEACH44STA,Thursday
1328,22950.0,BEACH44STA,Tuesday
1329,25292.0,BEACH44STA,Wednesday
1330,86966.0,BEACH60STA,Friday
1331,53255.0,BEACH60STA,Monday
1332,80770.0,BEACH60STA,Saturday
1333,62101.0,BEACH60STA,Sunday
1334,87310.0,BEACH60STA,Thursday
1335,78867.0,BEACH60STA,Tuesday
1336,86336.0,BEACH60STA,Wednesday
1337,92718.0,BEACH67STA,Friday
1338,77531.0,BEACH67STA,Monday
1339,89355.0,BEACH67STA,Saturday
1340,83355.0,BEACH67STA,Sunday
1341,95391.0,BEACH67STA,Thursday
1342,88417.0,BEACH67STA,Tuesday
1343,93585.0,BEACH67STA,Wednesday
1344,33219.0,BEACH90STAS,Friday
1345,49628.0,BEACH90STAS,Monday
1346,36130.0,BEACH90STAS,Saturday
1347,58087.0,BEACH90STAS,Sunday
1348,36882.0,BEACH90STAS,Thursday
1349,36220.0,BEACH90STAS,Tuesday
1350,34676.0,BEACH90STAS,Wednesday
1351,21209.0,BEACH98STAS,Friday
1352,34865.0,BEACH98STAS,Monday
1353,23178.0,BEACH98STAS,Saturday
1354,38249.0,BEACH98STAS,Sunday
1355,24113.0,BEACH98STAS,Thursday
1356,24450.0,BEACH98STAS,Tuesday
1357,22410.0,BEACH98STAS,Wednesday
1358,843421.0,BEDFORDAVL,Friday
1359,632028.0,BEDFORDAVL,Monday
1360,802111.0,BEDFORDAVL,Saturday
1361,872925.0,BEDFORDAVL,Sunday
1362,823788.0,BEDFORDAVL,Thursday
1363,719556.0,BEDFORDAVL,Tuesday
1364,793437.0,BEDFORDAVL,Wednesday
1365,220158.0,BEDFORDNOSTRANG,Friday
1366,120370.0,BEDFORDNOSTRANG,Monday
1367,204419.0,BEDFORDNOSTRANG,Saturday
1368,146419.0,BEDFORDNOSTRANG,Sunday
1369,219843.0,BEDFORDNOSTRANG,Thursday
1370,192684.0,BEDFORDNOSTRANG,Tuesday
1371,216699.0,BEDFORDNOSTRANG,Wednesday
1372,134105.0,BEDFORDPKBLVD4,Friday
1373,67821.0,BEDFORDPKBLVD4,Monday
1374,116505.0,BEDFORDPKBLVD4,Saturday
1375,82142.0,BEDFORDPKBLVD4,Sunday
1376,134783.0,BEDFORDPKBLVD4,Thursday
1377,115493.0,BEDFORDPKBLVD4,Tuesday
1378,135996.0,BEDFORDPKBLVD4,Wednesday
1379,199004.0,BEDFORDPKBLVDBD,Friday
1380,95124.0,BEDFORDPKBLVDBD,Monday
1381,180526.0,BEDFORDPKBLVDBD,Saturday
1382,117013.0,BEDFORDPKBLVDBD,Sunday
1383,201218.0,BEDFORDPKBLVDBD,Thursday
1384,170089.0,BEDFORDPKBLVDBD,Tuesday
1385,199712.0,BEDFORDPKBLVDBD,Wednesday
1386,116253.0,BERGENST23,Friday
1387,63324.0,BERGENST23,Monday
1388,106590.0,BERGENST23,Saturday
1389,73796.0,BERGENST23,Sunday
1390,114196.0,BERGENST23,Thursday
1391,102072.0,BERGENST23,Tuesday
1392,114146.0,BERGENST23,Wednesday
1393,280768.0,BERGENSTFG,Friday
1394,117765.0,BERGENSTFG,Monday
1395,257263.0,BERGENSTFG,Saturday
1396,138360.0,BERGENSTFG,Sunday
1397,281069.0,BERGENSTFG,Thursday
1398,239393.0,BERGENSTFG,Tuesday
1399,279110.0,BERGENSTFG,Wednesday
1400,57045.0,BEVERLEYROADBQ,Friday
1401,30702.0,BEVERLEYROADBQ,Monday
1402,54744.0,BEVERLEYROADBQ,Saturday
1403,37399.0,BEVERLEYROADBQ,Sunday
1404,58647.0,BEVERLEYROADBQ,Thursday
